year,quarter,state,gennme_c,suppression_used,total_prescriptions
2017,1,hi,Zolpidem Tartrate,FALSE,4213
2017,1,hi,Zolpidem Tartrate,TRUE,0
2017,1,ia,Eszopiclone,FALSE,214
2017,1,ia,Eszopiclone,TRUE,0
2017,1,ia,Zaleplon,FALSE,116
2017,1,ia,Zaleplon,TRUE,0
2017,1,ia,Zolpidem Tartrate,FALSE,2930
2017,1,ia,Zolpidem Tartrate,TRUE,0
2017,1,id,Eszopiclone,FALSE,147
2017,1,id,Eszopiclone,TRUE,0
2017,1,id,Zaleplon,FALSE,31
2017,1,id,Zaleplon,TRUE,0
2017,1,id,Zolpidem Tartrate,FALSE,3594
2017,1,id,Zolpidem Tartrate,TRUE,0
2017,1,il,Eszopiclone,FALSE,306
2017,1,il,Eszopiclone,TRUE,0
2017,1,il,Zaleplon,FALSE,301
2017,1,il,Zaleplon,TRUE,0
2017,1,il,Zolpidem Tartrate,FALSE,27785
2017,1,il,Zolpidem Tartrate,TRUE,0
2017,1,in,Eszopiclone,FALSE,1264
2017,1,in,Eszopiclone,TRUE,0
2017,1,in,Zaleplon,FALSE,418
2017,1,in,Zaleplon,TRUE,0
2017,1,in,Zolpidem Tartrate,FALSE,13011
2017,1,in,Zolpidem Tartrate,TRUE,0
2017,1,ks,Eszopiclone,FALSE,293
2017,1,ks,Eszopiclone,TRUE,0
2017,1,ks,Zaleplon,FALSE,37
2017,1,ks,Zaleplon,TRUE,0
2017,1,ks,Zolpidem Tartrate,FALSE,4161
2017,1,ks,Zolpidem Tartrate,TRUE,0
2017,1,ky,Eszopiclone,FALSE,181
2017,1,ky,Eszopiclone,TRUE,0
2017,1,ky,Zaleplon,FALSE,71
2017,1,ky,Zaleplon,TRUE,0
2017,1,ky,Zolpidem Tartrate,FALSE,13289
2017,1,ky,Zolpidem Tartrate,TRUE,0
2017,1,la,Eszopiclone,FALSE,280
2017,1,la,Eszopiclone,TRUE,0
2017,1,la,Zaleplon,FALSE,370
2017,1,la,Zaleplon,TRUE,0
2017,1,la,Zolpidem Tartrate,FALSE,22089
2017,1,la,Zolpidem Tartrate,TRUE,0
2017,1,ma,Eszopiclone,FALSE,388
2017,1,ma,Eszopiclone,TRUE,0
2017,1,ma,Zaleplon,FALSE,377
2017,1,ma,Zaleplon,TRUE,0
2017,1,ma,Zolpidem Tartrate,FALSE,19798
2017,1,ma,Zolpidem Tartrate,TRUE,0
2017,1,md,Eszopiclone,FALSE,1093
2017,1,md,Eszopiclone,TRUE,0
2017,1,md,Zaleplon,FALSE,420
2017,1,md,Zaleplon,TRUE,0
2017,1,md,Zolpidem Tartrate,FALSE,19571
2017,1,md,Zolpidem Tartrate,TRUE,0
2017,1,me,Eszopiclone,FALSE,56
2017,1,me,Eszopiclone,TRUE,0
2017,1,me,Zaleplon,FALSE,59
2017,1,me,Zaleplon,TRUE,0
2017,1,me,Zolpidem Tartrate,FALSE,2283
2017,1,me,Zolpidem Tartrate,TRUE,0
2017,1,mi,Eszopiclone,FALSE,624
2017,1,mi,Eszopiclone,TRUE,0
2017,1,mi,Zaleplon,FALSE,149
2017,1,mi,Zaleplon,TRUE,0
2017,1,mi,Zolpidem Tartrate,FALSE,23196
2017,1,mi,Zolpidem Tartrate,TRUE,0
2017,1,mn,Eszopiclone,FALSE,1532
2017,1,mn,Eszopiclone,TRUE,0
2017,1,mn,Zaleplon,FALSE,739
2017,1,mn,Zaleplon,TRUE,0
2017,1,mn,Zolpidem Tartrate,FALSE,15650
2017,1,mn,Zolpidem Tartrate,TRUE,0
2017,1,mo,Eszopiclone,FALSE,2519
2017,1,mo,Eszopiclone,TRUE,0
2017,1,mo,Zaleplon,FALSE,394
2017,1,mo,Zaleplon,TRUE,0
2017,1,mo,Zolpidem Tartrate,FALSE,13476
2017,1,mo,Zolpidem Tartrate,TRUE,0
2017,1,ms,Eszopiclone,TRUE,0
2017,1,ms,Zaleplon,FALSE,50
2017,1,ms,Zaleplon,TRUE,0
2017,1,ms,Zolpidem Tartrate,FALSE,2302
2017,1,ms,Zolpidem Tartrate,TRUE,0
2017,1,mt,Eszopiclone,FALSE,170
2017,1,mt,Eszopiclone,TRUE,0
2017,1,mt,Zaleplon,FALSE,38
2017,1,mt,Zaleplon,TRUE,0
2017,1,mt,Zolpidem Tartrate,FALSE,4032
2017,1,mt,Zolpidem Tartrate,TRUE,0
2017,1,nc,Eszopiclone,FALSE,858
2017,1,nc,Eszopiclone,TRUE,0
2017,1,nc,Zaleplon,FALSE,170
2017,1,nc,Zaleplon,TRUE,0
2017,1,nc,Zolpidem Tartrate,FALSE,17189
2017,1,nc,Zolpidem Tartrate,TRUE,0
2017,1,nd,Eszopiclone,FALSE,71
2017,1,nd,Eszopiclone,TRUE,0
2017,1,nd,Zaleplon,TRUE,0
2017,1,nd,Zolpidem Tartrate,FALSE,1454
2017,1,nd,Zolpidem Tartrate,TRUE,0
2017,1,ne,Eszopiclone,FALSE,159
2017,1,ne,Eszopiclone,TRUE,0
2017,1,ne,Zaleplon,FALSE,193
2017,1,ne,Zaleplon,TRUE,0
2017,1,ne,Zolpidem Tartrate,FALSE,3244
2017,1,ne,Zolpidem Tartrate,TRUE,0
2017,1,nh,Eszopiclone,FALSE,15
2017,1,nh,Eszopiclone,TRUE,0
2017,1,nh,Zaleplon,FALSE,28
2017,1,nh,Zaleplon,TRUE,0
2017,1,nh,Zolpidem Tartrate,FALSE,1236
2017,1,nh,Zolpidem Tartrate,TRUE,0
2017,1,nj,Eszopiclone,FALSE,326
2017,1,nj,Eszopiclone,TRUE,0
2017,1,nj,Zaleplon,FALSE,977
2017,1,nj,Zaleplon,TRUE,0
2017,1,nj,Zolpidem Tartrate,FALSE,28851
2017,1,nj,Zolpidem Tartrate,TRUE,0
2017,1,nm,Eszopiclone,FALSE,222
2017,1,nm,Eszopiclone,TRUE,0
2017,1,nm,Zaleplon,FALSE,89
2017,1,nm,Zaleplon,TRUE,0
2017,1,nm,Zolpidem Tartrate,FALSE,8545
2017,1,nm,Zolpidem Tartrate,TRUE,0
2017,1,nv,Eszopiclone,FALSE,50
2017,1,nv,Eszopiclone,TRUE,0
2017,1,nv,Zaleplon,FALSE,100
2017,1,nv,Zaleplon,TRUE,0
2017,1,nv,Zolpidem Tartrate,FALSE,11034
2017,1,nv,Zolpidem Tartrate,TRUE,0
2017,1,ny,Eszopiclone,FALSE,1603
2017,1,ny,Eszopiclone,TRUE,0
2017,1,ny,Zaleplon,FALSE,1118
2017,1,ny,Zaleplon,TRUE,0
2017,1,ny,Zolpidem Tartrate,FALSE,98872
2017,1,ny,Zolpidem Tartrate,TRUE,0
2017,1,oh,Eszopiclone,FALSE,1778
2017,1,oh,Eszopiclone,TRUE,0
2017,1,oh,Zaleplon,FALSE,1303
2017,1,oh,Zaleplon,TRUE,0
2017,1,oh,Zolpidem Tartrate,FALSE,43563
2017,1,oh,Zolpidem Tartrate,TRUE,0
2017,1,ok,Eszopiclone,FALSE,608
2017,1,ok,Eszopiclone,TRUE,0
2017,1,ok,Zaleplon,FALSE,156
2017,1,ok,Zaleplon,TRUE,0
2017,1,ok,Zolpidem Tartrate,FALSE,5910
2017,1,ok,Zolpidem Tartrate,TRUE,0
2017,1,or,Eszopiclone,FALSE,55
2017,1,or,Eszopiclone,TRUE,0
2017,1,or,Zaleplon,FALSE,89
2017,1,or,Zaleplon,TRUE,0
2017,1,or,Zolpidem Tartrate,FALSE,6092
2017,1,or,Zolpidem Tartrate,TRUE,0
2017,1,pa,Eszopiclone,FALSE,644
2017,1,pa,Eszopiclone,TRUE,0
2017,1,pa,Zaleplon,FALSE,1240
2017,1,pa,Zaleplon,TRUE,0
2017,1,pa,Zolpidem Tartrate,FALSE,50341
2017,1,pa,Zolpidem Tartrate,TRUE,0
2017,1,ri,Eszopiclone,FALSE,125
2017,1,ri,Eszopiclone,TRUE,0
2017,1,ri,Zaleplon,FALSE,162
2017,1,ri,Zaleplon,TRUE,0
2017,1,ri,Zolpidem Tartrate,FALSE,4729
2017,1,ri,Zolpidem Tartrate,TRUE,0
2017,1,sc,Eszopiclone,FALSE,70
2017,1,sc,Eszopiclone,TRUE,0
2017,1,sc,Zaleplon,FALSE,77
2017,1,sc,Zaleplon,TRUE,0
2017,1,sc,Zolpidem Tartrate,FALSE,4104
2017,1,sc,Zolpidem Tartrate,TRUE,0
2017,1,sd,Eszopiclone,FALSE,74
2017,1,sd,Eszopiclone,TRUE,0
2017,1,sd,Zaleplon,TRUE,0
2017,1,sd,Zolpidem Tartrate,FALSE,843
2017,1,sd,Zolpidem Tartrate,TRUE,0
2017,1,tn,Eszopiclone,FALSE,22
2017,1,tn,Eszopiclone,TRUE,0
2017,1,tn,Zaleplon,FALSE,155
2017,1,tn,Zaleplon,TRUE,0
2017,1,tn,Zolpidem Tartrate,FALSE,3791
2017,1,tn,Zolpidem Tartrate,TRUE,0
2017,1,tx,Eszopiclone,FALSE,1357
2017,1,tx,Eszopiclone,TRUE,0
2017,1,tx,Zaleplon,FALSE,178
2017,1,tx,Zaleplon,TRUE,0
2017,1,tx,Zolpidem Tartrate,FALSE,29112
2017,1,tx,Zolpidem Tartrate,TRUE,0
2017,1,ut,Eszopiclone,FALSE,122
2017,1,ut,Eszopiclone,TRUE,0
2017,1,ut,Zaleplon,FALSE,74
2017,1,ut,Zaleplon,TRUE,0
2017,1,ut,Zolpidem Tartrate,FALSE,4835
2017,1,ut,Zolpidem Tartrate,TRUE,0
2017,1,va,Eszopiclone,FALSE,270
2017,1,va,Eszopiclone,TRUE,0
2017,1,va,Zaleplon,FALSE,115
2017,1,va,Zaleplon,TRUE,0
2017,1,va,Zolpidem Tartrate,FALSE,9391
2017,1,va,Zolpidem Tartrate,TRUE,0
2017,1,vt,Eszopiclone,FALSE,175
2017,1,vt,Eszopiclone,TRUE,0
2017,1,vt,Zaleplon,FALSE,76
2017,1,vt,Zaleplon,TRUE,0
2017,1,vt,Zolpidem Tartrate,FALSE,2474
2017,1,vt,Zolpidem Tartrate,TRUE,0
2017,1,wa,Eszopiclone,FALSE,426
2017,1,wa,Eszopiclone,TRUE,0
2017,1,wa,Zaleplon,FALSE,482
2017,1,wa,Zaleplon,TRUE,0
2017,1,wa,Zolpidem Tartrate,FALSE,18051
2017,1,wa,Zolpidem Tartrate,TRUE,0
2017,1,wi,Eszopiclone,FALSE,731
2017,1,wi,Eszopiclone,TRUE,0
2017,1,wi,Zaleplon,FALSE,760
2017,1,wi,Zaleplon,TRUE,0
2017,1,wi,Zolpidem Tartrate,FALSE,20121
2017,1,wi,Zolpidem Tartrate,TRUE,0
2017,1,wv,Eszopiclone,FALSE,59
2017,1,wv,Eszopiclone,TRUE,0
2017,1,wv,Zaleplon,TRUE,0
2017,1,wv,Zolpidem Tartrate,FALSE,9553
2017,1,wv,Zolpidem Tartrate,TRUE,0
2017,1,wy,Eszopiclone,TRUE,0
2017,1,wy,Zaleplon,FALSE,17
2017,1,wy,Zaleplon,TRUE,0
2017,1,wy,Zolpidem Tartrate,FALSE,491
2017,1,wy,Zolpidem Tartrate,TRUE,0
2017,2,ak,Eszopiclone,FALSE,276
2017,2,ak,Eszopiclone,TRUE,0
2017,2,ak,Zaleplon,FALSE,62
2017,2,ak,Zaleplon,TRUE,0
2017,2,ak,Zolpidem Tartrate,FALSE,2369
2017,2,ak,Zolpidem Tartrate,TRUE,0
2017,2,al,Eszopiclone,FALSE,356
2017,2,al,Eszopiclone,TRUE,0
2017,2,al,Zaleplon,FALSE,22
2017,2,al,Zaleplon,TRUE,0
2017,2,al,Zolpidem Tartrate,FALSE,3681
2017,2,al,Zolpidem Tartrate,TRUE,0
2017,2,ar,Eszopiclone,TRUE,0
2017,2,ar,Zaleplon,FALSE,463
2017,2,ar,Zaleplon,TRUE,0
2017,2,ar,Zolpidem Tartrate,FALSE,6868
2017,2,ar,Zolpidem Tartrate,TRUE,0
2017,2,az,Eszopiclone,FALSE,1133
2017,2,az,Eszopiclone,TRUE,0
2017,2,az,Zaleplon,FALSE,491
2017,2,az,Zaleplon,TRUE,0
2017,2,az,Zolpidem Tartrate,FALSE,18248
2017,2,az,Zolpidem Tartrate,TRUE,0
2017,2,ca,Eszopiclone,FALSE,2264
2017,2,ca,Eszopiclone,TRUE,0
2017,2,ca,Zaleplon,FALSE,881
2017,2,ca,Zaleplon,TRUE,0
2017,2,ca,Zolpidem Tartrate,FALSE,88504
2017,2,ca,Zolpidem Tartrate,TRUE,0
2017,2,co,Eszopiclone,FALSE,2822
2017,2,co,Eszopiclone,TRUE,0
2017,2,co,Zaleplon,FALSE,474
2017,2,co,Zaleplon,TRUE,0
2017,2,co,Zolpidem Tartrate,FALSE,15419
2017,2,co,Zolpidem Tartrate,TRUE,0
2017,2,ct,Eszopiclone,FALSE,959
2017,2,ct,Eszopiclone,TRUE,0
2017,2,ct,Zaleplon,FALSE,139
2017,2,ct,Zaleplon,TRUE,0
2017,2,ct,Zolpidem Tartrate,FALSE,15408
2017,2,ct,Zolpidem Tartrate,TRUE,0
2017,2,dc,Eszopiclone,TRUE,0
2017,2,dc,Zaleplon,TRUE,0
2017,2,dc,Zolpidem Tartrate,FALSE,2093
2017,2,dc,Zolpidem Tartrate,TRUE,0
2017,2,de,Eszopiclone,FALSE,111
2017,2,de,Eszopiclone,TRUE,0
2017,2,de,Zaleplon,FALSE,27
2017,2,de,Zolpidem Tartrate,FALSE,4391
2017,2,de,Zolpidem Tartrate,TRUE,0
2017,2,fl,Eszopiclone,FALSE,55
2017,2,fl,Eszopiclone,TRUE,0
2017,2,fl,Zaleplon,FALSE,12
2017,2,fl,Zaleplon,TRUE,0
2017,2,fl,Zolpidem Tartrate,FALSE,29787
2017,2,fl,Zolpidem Tartrate,TRUE,0
2017,2,ga,Eszopiclone,FALSE,34
2017,2,ga,Eszopiclone,TRUE,0
2017,2,ga,Zaleplon,FALSE,126
2017,2,ga,Zaleplon,TRUE,0
2017,2,ga,Zolpidem Tartrate,FALSE,16845
2017,2,ga,Zolpidem Tartrate,TRUE,0
2017,2,hi,Eszopiclone,TRUE,0
2017,2,hi,Zaleplon,TRUE,0
2017,2,hi,Zolpidem Tartrate,FALSE,3873
2017,2,hi,Zolpidem Tartrate,TRUE,0
2017,2,ia,Eszopiclone,FALSE,285
2017,2,ia,Eszopiclone,TRUE,0
2017,2,ia,Zaleplon,FALSE,131
2017,2,ia,Zaleplon,TRUE,0
2017,2,ia,Zolpidem Tartrate,FALSE,3226
2017,2,ia,Zolpidem Tartrate,TRUE,0
2017,2,id,Eszopiclone,FALSE,164
2017,2,id,Eszopiclone,TRUE,0
2017,2,id,Zaleplon,FALSE,49
2017,2,id,Zaleplon,TRUE,0
2017,2,id,Zolpidem Tartrate,FALSE,3429
2017,2,id,Zolpidem Tartrate,TRUE,0
2017,2,il,Eszopiclone,FALSE,193
2017,2,il,Eszopiclone,TRUE,0
2017,2,il,Zaleplon,FALSE,190
2017,2,il,Zaleplon,TRUE,0
2017,2,il,Zolpidem Tartrate,FALSE,17433
2017,2,il,Zolpidem Tartrate,TRUE,0
2017,2,in,Eszopiclone,FALSE,1393
2017,2,in,Eszopiclone,TRUE,0
2017,2,in,Zaleplon,FALSE,321
2017,2,in,Zaleplon,TRUE,0
2017,2,in,Zolpidem Tartrate,FALSE,12514
2017,2,in,Zolpidem Tartrate,TRUE,0
2017,2,ks,Eszopiclone,FALSE,635
2017,2,ks,Eszopiclone,TRUE,0
2017,2,ks,Zaleplon,FALSE,185
2017,2,ks,Zaleplon,TRUE,0
2017,2,ks,Zolpidem Tartrate,FALSE,9904
2017,2,ks,Zolpidem Tartrate,TRUE,0
2017,2,ky,Eszopiclone,FALSE,167
2017,2,ky,Eszopiclone,TRUE,0
2017,2,ky,Zaleplon,FALSE,46
2017,2,ky,Zaleplon,TRUE,0
2017,2,ky,Zolpidem Tartrate,FALSE,13284
2017,2,ky,Zolpidem Tartrate,TRUE,0
2017,2,la,Eszopiclone,FALSE,289
2017,2,la,Eszopiclone,TRUE,0
2017,2,la,Zaleplon,FALSE,448
2017,2,la,Zaleplon,TRUE,0
2017,2,la,Zolpidem Tartrate,FALSE,25078
2017,2,la,Zolpidem Tartrate,TRUE,0
2017,2,ma,Eszopiclone,FALSE,399
2017,2,ma,Eszopiclone,TRUE,0
2017,2,ma,Zaleplon,FALSE,382
2017,2,ma,Zaleplon,TRUE,0
2017,2,ma,Zolpidem Tartrate,FALSE,20773
2017,2,ma,Zolpidem Tartrate,TRUE,0
2017,2,md,Eszopiclone,FALSE,1117
2017,2,md,Eszopiclone,TRUE,0
2017,2,md,Zaleplon,FALSE,414
2017,2,md,Zaleplon,TRUE,0
2017,2,md,Zolpidem Tartrate,FALSE,18753
2017,2,md,Zolpidem Tartrate,TRUE,0
2017,2,me,Eszopiclone,FALSE,24
2017,2,me,Eszopiclone,TRUE,0
2017,2,me,Zaleplon,FALSE,53
2017,2,me,Zaleplon,TRUE,0
2017,2,me,Zolpidem Tartrate,FALSE,2283
2017,2,me,Zolpidem Tartrate,TRUE,0
2017,2,mi,Eszopiclone,FALSE,606
2017,2,mi,Eszopiclone,TRUE,0
2017,2,mi,Zaleplon,FALSE,179
2017,2,mi,Zaleplon,TRUE,0
2017,2,mi,Zolpidem Tartrate,FALSE,24459
2017,2,mi,Zolpidem Tartrate,TRUE,0
2017,2,mn,Eszopiclone,FALSE,1683
2017,2,mn,Eszopiclone,TRUE,0
2017,2,mn,Zaleplon,FALSE,876
2017,2,mn,Zaleplon,TRUE,0
2017,2,mn,Zolpidem Tartrate,FALSE,16433
2017,2,mn,Zolpidem Tartrate,TRUE,0
2017,2,mo,Eszopiclone,FALSE,2470
2017,2,mo,Eszopiclone,TRUE,0
2017,2,mo,Zaleplon,FALSE,388
2017,2,mo,Zaleplon,TRUE,0
2017,2,mo,Zolpidem Tartrate,FALSE,12563
2017,2,mo,Zolpidem Tartrate,TRUE,0
2017,2,ms,Eszopiclone,TRUE,0
2017,2,ms,Zaleplon,FALSE,68
2017,2,ms,Zaleplon,TRUE,0
2017,2,ms,Zolpidem Tartrate,FALSE,2222
2017,2,ms,Zolpidem Tartrate,TRUE,0
2017,2,mt,Eszopiclone,FALSE,187
2017,2,mt,Eszopiclone,TRUE,0
2017,2,mt,Zaleplon,FALSE,47
2017,2,mt,Zaleplon,TRUE,0
2017,2,mt,Zolpidem Tartrate,FALSE,4208
2017,2,mt,Zolpidem Tartrate,TRUE,0
2017,2,nc,Eszopiclone,FALSE,581
2017,2,nc,Eszopiclone,TRUE,0
2017,2,nc,Zaleplon,FALSE,140
2017,2,nc,Zaleplon,TRUE,0
2017,2,nc,Zolpidem Tartrate,FALSE,13845
2017,2,nc,Zolpidem Tartrate,TRUE,0
2017,2,nd,Eszopiclone,FALSE,60
2017,2,nd,Eszopiclone,TRUE,0
2017,2,nd,Zaleplon,TRUE,0
2017,2,nd,Zolpidem Tartrate,FALSE,1472
2017,2,nd,Zolpidem Tartrate,TRUE,0
2017,2,ne,Eszopiclone,FALSE,72
2017,2,ne,Eszopiclone,TRUE,0
2017,2,ne,Zaleplon,FALSE,185
2017,2,ne,Zaleplon,TRUE,0
2017,2,ne,Zolpidem Tartrate,FALSE,2857
2017,2,ne,Zolpidem Tartrate,TRUE,0
2017,2,nh,Eszopiclone,FALSE,17
2017,2,nh,Eszopiclone,TRUE,0
2017,2,nh,Zaleplon,FALSE,38
2017,2,nh,Zaleplon,TRUE,0
2017,2,nh,Zolpidem Tartrate,FALSE,1230
2017,2,nh,Zolpidem Tartrate,TRUE,0
2017,2,nj,Eszopiclone,FALSE,276
2017,2,nj,Eszopiclone,TRUE,0
2017,2,nj,Zaleplon,FALSE,975
2017,2,nj,Zaleplon,TRUE,0
2017,2,nj,Zolpidem Tartrate,FALSE,27746
2017,2,nj,Zolpidem Tartrate,TRUE,0
2017,2,nm,Eszopiclone,FALSE,249
2017,2,nm,Eszopiclone,TRUE,0
2017,2,nm,Zaleplon,FALSE,83
2017,2,nm,Zaleplon,TRUE,0
2017,2,nm,Zolpidem Tartrate,FALSE,8109
2017,2,nm,Zolpidem Tartrate,TRUE,0
2017,2,nv,Eszopiclone,FALSE,61
2017,2,nv,Eszopiclone,TRUE,0
2017,2,nv,Zaleplon,FALSE,121
2017,2,nv,Zaleplon,TRUE,0
2017,2,nv,Zolpidem Tartrate,FALSE,10503
2017,2,nv,Zolpidem Tartrate,TRUE,0
2017,2,ny,Eszopiclone,FALSE,1667
2017,2,ny,Eszopiclone,TRUE,0
2017,2,ny,Zaleplon,FALSE,1288
2017,2,ny,Zaleplon,TRUE,0
2017,2,ny,Zolpidem Tartrate,FALSE,101290
2017,2,ny,Zolpidem Tartrate,TRUE,0
2017,2,oh,Eszopiclone,FALSE,2172
2017,2,oh,Eszopiclone,TRUE,0
2017,2,oh,Zaleplon,FALSE,1576
2017,2,oh,Zaleplon,TRUE,0
2017,2,oh,Zolpidem Tartrate,FALSE,50958
2017,2,oh,Zolpidem Tartrate,TRUE,0
2017,2,ok,Eszopiclone,FALSE,601
2017,2,ok,Eszopiclone,TRUE,0
2017,2,ok,Zaleplon,FALSE,140
2017,2,ok,Zaleplon,TRUE,0
2017,2,ok,Zolpidem Tartrate,FALSE,5718
2017,2,ok,Zolpidem Tartrate,TRUE,0
2017,2,or,Eszopiclone,FALSE,54
2017,2,or,Eszopiclone,TRUE,0
2017,2,or,Zaleplon,FALSE,139
2017,2,or,Zaleplon,TRUE,0
2017,2,or,Zolpidem Tartrate,FALSE,8260
2017,2,or,Zolpidem Tartrate,TRUE,0
2017,2,pa,Eszopiclone,FALSE,1006
2017,2,pa,Eszopiclone,TRUE,0
2017,2,pa,Zaleplon,FALSE,1932
2017,2,pa,Zaleplon,TRUE,0
2017,2,pa,Zolpidem Tartrate,FALSE,64188
2017,2,pa,Zolpidem Tartrate,TRUE,0
2017,2,ri,Eszopiclone,FALSE,178
2017,2,ri,Eszopiclone,TRUE,0
2017,2,ri,Zaleplon,FALSE,164
2017,2,ri,Zaleplon,TRUE,0
2017,2,ri,Zolpidem Tartrate,FALSE,4805
2017,2,ri,Zolpidem Tartrate,TRUE,0
2017,2,sc,Eszopiclone,FALSE,40
2017,2,sc,Eszopiclone,TRUE,0
2017,2,sc,Zaleplon,FALSE,56
2017,2,sc,Zaleplon,TRUE,0
2017,2,sc,Zolpidem Tartrate,FALSE,3986
2017,2,sc,Zolpidem Tartrate,TRUE,0
2017,2,sd,Eszopiclone,FALSE,51
2017,2,sd,Eszopiclone,TRUE,0
2017,2,sd,Zaleplon,TRUE,0
2017,2,sd,Zolpidem Tartrate,FALSE,774
2017,2,sd,Zolpidem Tartrate,TRUE,0
2017,2,tn,Eszopiclone,FALSE,30
2017,2,tn,Eszopiclone,TRUE,0
2017,2,tn,Zaleplon,FALSE,127
2017,2,tn,Zaleplon,TRUE,0
2017,2,tn,Zolpidem Tartrate,FALSE,3283
2017,2,tn,Zolpidem Tartrate,TRUE,0
2017,2,tx,Eszopiclone,FALSE,1302
2017,2,tx,Eszopiclone,TRUE,0
2017,2,tx,Zaleplon,FALSE,187
2017,2,tx,Zaleplon,TRUE,0
2017,2,tx,Zolpidem Tartrate,FALSE,28049
2017,2,tx,Zolpidem Tartrate,TRUE,0
2017,2,ut,Eszopiclone,FALSE,148
2017,2,ut,Eszopiclone,TRUE,0
2017,2,ut,Zaleplon,FALSE,63
2017,2,ut,Zaleplon,TRUE,0
2017,2,ut,Zolpidem Tartrate,FALSE,4829
2017,2,ut,Zolpidem Tartrate,TRUE,0
2017,2,va,Eszopiclone,FALSE,273
2017,2,va,Eszopiclone,TRUE,0
2017,2,va,Zaleplon,FALSE,124
2017,2,va,Zaleplon,TRUE,0
2017,2,va,Zolpidem Tartrate,FALSE,8678
2017,2,va,Zolpidem Tartrate,TRUE,0
2017,2,vt,Eszopiclone,FALSE,161
2017,2,vt,Eszopiclone,TRUE,0
2017,2,vt,Zaleplon,FALSE,48
2017,2,vt,Zaleplon,TRUE,0
2017,2,vt,Zolpidem Tartrate,FALSE,2429
2017,2,vt,Zolpidem Tartrate,TRUE,0
2017,2,wa,Eszopiclone,FALSE,422
2017,2,wa,Eszopiclone,TRUE,0
2017,2,wa,Zaleplon,FALSE,533
2017,2,wa,Zaleplon,TRUE,0
2017,2,wa,Zolpidem Tartrate,FALSE,16598
2017,2,wa,Zolpidem Tartrate,TRUE,0
2017,2,wi,Eszopiclone,FALSE,730
2017,2,wi,Eszopiclone,TRUE,0
2017,2,wi,Zaleplon,FALSE,790
2017,2,wi,Zaleplon,TRUE,0
2017,2,wi,Zolpidem Tartrate,FALSE,19155
2017,2,wi,Zolpidem Tartrate,TRUE,0
2017,2,wv,Eszopiclone,FALSE,154
2017,2,wv,Eszopiclone,TRUE,0
2017,2,wv,Zaleplon,TRUE,0
2017,2,wv,Zolpidem Tartrate,FALSE,10077
2017,2,wv,Zolpidem Tartrate,TRUE,0
2017,2,wy,Eszopiclone,TRUE,0
2017,2,wy,Zaleplon,TRUE,0
2017,2,wy,Zolpidem Tartrate,FALSE,492
2017,2,wy,Zolpidem Tartrate,TRUE,0
2017,3,ak,Eszopiclone,FALSE,292
2017,3,ak,Eszopiclone,TRUE,0
2017,3,ak,Zaleplon,FALSE,66
2017,3,ak,Zaleplon,TRUE,0
2017,3,ak,Zolpidem Tartrate,FALSE,2461
2017,3,ak,Zolpidem Tartrate,TRUE,0
2017,3,al,Eszopiclone,FALSE,379
2017,3,al,Eszopiclone,TRUE,0
2017,3,al,Zaleplon,FALSE,24
2017,3,al,Zaleplon,TRUE,0
2017,3,al,Zolpidem Tartrate,FALSE,3653
2017,3,al,Zolpidem Tartrate,TRUE,0
2017,3,ar,Eszopiclone,TRUE,0
2017,3,ar,Zaleplon,FALSE,501
2017,3,ar,Zaleplon,TRUE,0
2017,3,ar,Zolpidem Tartrate,FALSE,6912
2017,3,ar,Zolpidem Tartrate,TRUE,0
2017,3,az,Eszopiclone,FALSE,1066
2017,3,az,Eszopiclone,TRUE,0
2017,3,az,Zaleplon,FALSE,482
2017,3,az,Zaleplon,TRUE,0
2017,3,az,Zolpidem Tartrate,FALSE,17321
2017,3,az,Zolpidem Tartrate,TRUE,0
2017,3,ca,Eszopiclone,FALSE,2163
2017,3,ca,Eszopiclone,TRUE,0
2017,3,ca,Zaleplon,FALSE,898
2017,3,ca,Zaleplon,TRUE,0
2017,3,ca,Zolpidem Tartrate,FALSE,77135
2017,3,ca,Zolpidem Tartrate,TRUE,0
2017,3,co,Eszopiclone,FALSE,2697
2017,3,co,Eszopiclone,TRUE,0
2017,3,co,Zaleplon,FALSE,473
2017,3,co,Zaleplon,TRUE,0
2017,3,co,Zolpidem Tartrate,FALSE,15079
2017,3,co,Zolpidem Tartrate,TRUE,0
2017,3,ct,Eszopiclone,FALSE,851
2017,3,ct,Eszopiclone,TRUE,0
2017,3,ct,Zaleplon,FALSE,128
2017,3,ct,Zaleplon,TRUE,0
2017,3,ct,Zolpidem Tartrate,FALSE,15008
2017,3,ct,Zolpidem Tartrate,TRUE,0
2017,3,dc,Eszopiclone,TRUE,0
2017,3,dc,Zaleplon,TRUE,0
2017,3,dc,Zolpidem Tartrate,FALSE,1873
2017,3,dc,Zolpidem Tartrate,TRUE,0
2017,3,de,Eszopiclone,FALSE,106
2017,3,de,Eszopiclone,TRUE,0
2017,3,de,Zaleplon,FALSE,24
2017,3,de,Zaleplon,TRUE,0
2017,3,de,Zolpidem Tartrate,FALSE,3958
2017,3,de,Zolpidem Tartrate,TRUE,0
2017,3,fl,Eszopiclone,FALSE,63
2017,3,fl,Eszopiclone,TRUE,0
2017,3,fl,Zaleplon,TRUE,0
2017,3,fl,Zolpidem Tartrate,FALSE,24911
2017,3,fl,Zolpidem Tartrate,TRUE,0
