year,gennme,prodnme,state,quarter,suppression,totalRX
2017,Eszopiclone,ESZOPICLONE,SD,1,T,0
2017,Zaleplon,ZALEPLON,SD,1,T,0
2017,Zolpidem Tartrate,AMBIEN,SD,1,T,0
2017,Zolpidem Tartrate,AMBIEN CR,SD,1,T,0
2017,Zolpidem Tartrate,INTERMEZZO,SD,1,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,SD,1,F,843
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,SD,1,T,0
2017,Eszopiclone,ESZOPICLONE,SD,2,F,51
2017,Eszopiclone,ESZOPICLONE,SD,2,T,0
2017,Zaleplon,ZALEPLON,SD,2,T,0
2017,Zolpidem Tartrate,AMBIEN,SD,2,T,0
2017,Zolpidem Tartrate,AMBIEN CR,SD,2,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,SD,2,F,774
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,SD,2,T,0
2017,Eszopiclone,ESZOPICLONE,SD,3,F,47
2017,Eszopiclone,ESZOPICLONE,SD,3,T,0
2017,Zaleplon,ZALEPLON,SD,3,F,17
2017,Zaleplon,ZALEPLON,SD,3,T,0
2017,Zolpidem Tartrate,AMBIEN,SD,3,T,0
2017,Zolpidem Tartrate,AMBIEN CR,SD,3,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,SD,3,F,701
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,SD,3,T,0
2017,Eszopiclone,ESZOPICLONE,SD,4,F,60
2017,Eszopiclone,ESZOPICLONE,SD,4,T,0
2017,Zaleplon,ZALEPLON,SD,4,F,47
2017,Zaleplon,ZALEPLON,SD,4,T,0
2017,Zolpidem Tartrate,AMBIEN,SD,4,T,0
2017,Zolpidem Tartrate,AMBIEN CR,SD,4,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,SD,4,F,725
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,SD,4,T,0
2017,Eszopiclone,ESZOPICLONE,TN,1,F,22
2017,Eszopiclone,ESZOPICLONE,TN,1,T,0
2017,Zaleplon,ZALEPLON,TN,1,F,155
2017,Zaleplon,ZALEPLON,TN,1,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TN,1,F,3791
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TN,1,T,0
2017,Eszopiclone,ESZOPICLONE,TN,2,F,30
2017,Eszopiclone,ESZOPICLONE,TN,2,T,0
2017,Zaleplon,ZALEPLON,TN,2,F,127
2017,Zaleplon,ZALEPLON,TN,2,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TN,2,F,3283
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TN,2,T,0
2017,Eszopiclone,ESZOPICLONE,TN,3,F,21
2017,Eszopiclone,ESZOPICLONE,TN,3,T,0
2017,Zaleplon,ZALEPLON,TN,3,F,96
2017,Zaleplon,ZALEPLON,TN,3,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TN,3,F,3179
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TN,3,T,0
2017,Eszopiclone,ESZOPICLONE,TN,4,F,81
2017,Eszopiclone,ESZOPICLONE,TN,4,T,0
2017,Zaleplon,ZALEPLON,TN,4,F,93
2017,Zaleplon,ZALEPLON,TN,4,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TN,4,F,2973
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TN,4,T,0
2017,Eszopiclone,ESZOPICLONE,TX,1,F,1297
2017,Eszopiclone,ESZOPICLONE,TX,1,T,0
2017,Eszopiclone,LUNESTA,TX,1,F,60
2017,Eszopiclone,LUNESTA,TX,1,T,0
2017,Zaleplon,SONATA,TX,1,T,0
2017,Zaleplon,ZALEPLON,TX,1,F,178
2017,Zaleplon,ZALEPLON,TX,1,T,0
2017,Zolpidem Tartrate,AMBIEN,TX,1,F,97
2017,Zolpidem Tartrate,AMBIEN,TX,1,T,0
2017,Zolpidem Tartrate,AMBIEN CR,TX,1,F,84
2017,Zolpidem Tartrate,AMBIEN CR,TX,1,T,0
2017,Zolpidem Tartrate,EDLUAR,TX,1,T,0
2017,Zolpidem Tartrate,INTERMEZZO,TX,1,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TX,1,F,28931
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TX,1,T,0
2017,Eszopiclone,ESZOPICLONE,TX,2,F,1211
2017,Eszopiclone,ESZOPICLONE,TX,2,T,0
2017,Eszopiclone,LUNESTA,TX,2,F,91
2017,Eszopiclone,LUNESTA,TX,2,T,0
2017,Zaleplon,SONATA,TX,2,T,0
2017,Zaleplon,ZALEPLON,TX,2,F,187
2017,Zaleplon,ZALEPLON,TX,2,T,0
2017,Zolpidem Tartrate,AMBIEN,TX,2,F,84
2017,Zolpidem Tartrate,AMBIEN,TX,2,T,0
2017,Zolpidem Tartrate,AMBIEN CR,TX,2,F,74
2017,Zolpidem Tartrate,AMBIEN CR,TX,2,T,0
2017,Zolpidem Tartrate,EDLUAR,TX,2,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TX,2,F,27891
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TX,2,T,0
2017,Eszopiclone,ESZOPICLONE,TX,3,F,1255
2017,Eszopiclone,ESZOPICLONE,TX,3,T,0
2017,Eszopiclone,LUNESTA,TX,3,F,55
2017,Eszopiclone,LUNESTA,TX,3,T,0
2017,Zaleplon,ZALEPLON,TX,3,F,188
2017,Zaleplon,ZALEPLON,TX,3,T,0
2017,Zolpidem Tartrate,AMBIEN,TX,3,F,85
2017,Zolpidem Tartrate,AMBIEN,TX,3,T,0
2017,Zolpidem Tartrate,AMBIEN CR,TX,3,F,94
2017,Zolpidem Tartrate,EDLUAR,TX,3,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TX,3,F,27407
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TX,3,T,0
2017,Eszopiclone,ESZOPICLONE,TX,4,F,1313
2017,Eszopiclone,ESZOPICLONE,TX,4,T,0
2017,Eszopiclone,LUNESTA,TX,4,F,48
2017,Eszopiclone,LUNESTA,TX,4,T,0
2017,Zaleplon,ZALEPLON,TX,4,F,203
2017,Zaleplon,ZALEPLON,TX,4,T,0
2017,Zolpidem Tartrate,AMBIEN,TX,4,F,105
2017,Zolpidem Tartrate,AMBIEN CR,TX,4,F,86
2017,Zolpidem Tartrate,EDLUAR,TX,4,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TX,4,F,26424
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,TX,4,T,0
2017,Eszopiclone,ESZOPICLONE,UT,1,F,122
2017,Eszopiclone,ESZOPICLONE,UT,1,T,0
2017,Zaleplon,ZALEPLON,UT,1,F,74
2017,Zaleplon,ZALEPLON,UT,1,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,UT,1,F,4835
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,UT,1,T,0
2017,Eszopiclone,ESZOPICLONE,UT,2,F,148
2017,Eszopiclone,ESZOPICLONE,UT,2,T,0
2017,Zaleplon,ZALEPLON,UT,2,F,63
2017,Zaleplon,ZALEPLON,UT,2,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,UT,2,F,4829
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,UT,2,T,0
2017,Eszopiclone,ESZOPICLONE,UT,3,F,185
2017,Eszopiclone,ESZOPICLONE,UT,3,T,0
2017,Zaleplon,ZALEPLON,UT,3,F,69
2017,Zaleplon,ZALEPLON,UT,3,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,UT,3,F,4672
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,UT,3,T,0
2017,Eszopiclone,ESZOPICLONE,UT,4,F,143
2017,Eszopiclone,ESZOPICLONE,UT,4,T,0
2017,Zaleplon,ZALEPLON,UT,4,F,56
2017,Zaleplon,ZALEPLON,UT,4,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,UT,4,F,4339
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,UT,4,T,0
2017,Eszopiclone,ESZOPICLONE,VA,1,F,270
2017,Eszopiclone,ESZOPICLONE,VA,1,T,0
2017,Eszopiclone,LUNESTA,VA,1,T,0
2017,Zaleplon,ZALEPLON,VA,1,F,115
2017,Zaleplon,ZALEPLON,VA,1,T,0
2017,Zolpidem Tartrate,AMBIEN,VA,1,T,0
2017,Zolpidem Tartrate,AMBIEN CR,VA,1,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VA,1,F,9391
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VA,1,T,0
2017,Eszopiclone,ESZOPICLONE,VA,2,F,273
2017,Eszopiclone,ESZOPICLONE,VA,2,T,0
2017,Eszopiclone,LUNESTA,VA,2,T,0
2017,Zaleplon,SONATA,VA,2,T,0
2017,Zaleplon,ZALEPLON,VA,2,F,124
2017,Zaleplon,ZALEPLON,VA,2,T,0
2017,Zolpidem Tartrate,AMBIEN,VA,2,T,0
2017,Zolpidem Tartrate,AMBIEN CR,VA,2,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VA,2,F,8678
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VA,2,T,0
2017,Eszopiclone,ESZOPICLONE,VA,3,F,265
2017,Eszopiclone,ESZOPICLONE,VA,3,T,0
2017,Eszopiclone,LUNESTA,VA,3,T,0
2017,Zaleplon,ZALEPLON,VA,3,F,113
2017,Zaleplon,ZALEPLON,VA,3,T,0
2017,Zolpidem Tartrate,AMBIEN,VA,3,T,0
2017,Zolpidem Tartrate,AMBIEN CR,VA,3,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VA,3,F,8655
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VA,3,T,0
2017,Eszopiclone,ESZOPICLONE,VA,4,F,287
2017,Eszopiclone,ESZOPICLONE,VA,4,T,0
2017,Eszopiclone,LUNESTA,VA,4,T,0
2017,Zaleplon,ZALEPLON,VA,4,F,99
2017,Zaleplon,ZALEPLON,VA,4,T,0
2017,Zolpidem Tartrate,AMBIEN,VA,4,T,0
2017,Zolpidem Tartrate,AMBIEN CR,VA,4,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VA,4,F,8280
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VA,4,T,0
2017,Eszopiclone,ESZOPICLONE,VT,1,F,53
2017,Eszopiclone,ESZOPICLONE,VT,1,T,0
2017,Eszopiclone,LUNESTA,VT,1,F,122
2017,Eszopiclone,LUNESTA,VT,1,T,0
2017,Zaleplon,ZALEPLON,VT,1,F,76
2017,Zaleplon,ZALEPLON,VT,1,T,0
2017,Zolpidem Tartrate,AMBIEN,VT,1,F,19
2017,Zolpidem Tartrate,AMBIEN CR,VT,1,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VT,1,F,2455
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VT,1,T,0
2017,Eszopiclone,ESZOPICLONE,VT,2,F,111
2017,Eszopiclone,ESZOPICLONE,VT,2,T,0
2017,Eszopiclone,LUNESTA,VT,2,F,50
2017,Eszopiclone,LUNESTA,VT,2,T,0
2017,Zaleplon,ZALEPLON,VT,2,F,48
2017,Zaleplon,ZALEPLON,VT,2,T,0
2017,Zolpidem Tartrate,AMBIEN,VT,2,F,19
2017,Zolpidem Tartrate,AMBIEN,VT,2,T,0
2017,Zolpidem Tartrate,AMBIEN CR,VT,2,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VT,2,F,2410
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VT,2,T,0
2017,Eszopiclone,ESZOPICLONE,VT,3,F,147
2017,Eszopiclone,ESZOPICLONE,VT,3,T,0
2017,Eszopiclone,LUNESTA,VT,3,F,28
2017,Eszopiclone,LUNESTA,VT,3,T,0
2017,Zaleplon,ZALEPLON,VT,3,F,54
2017,Zaleplon,ZALEPLON,VT,3,T,0
2017,Zolpidem Tartrate,AMBIEN,VT,3,F,17
2017,Zolpidem Tartrate,AMBIEN,VT,3,T,0
2017,Zolpidem Tartrate,AMBIEN CR,VT,3,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VT,3,F,2248
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VT,3,T,0
2017,Eszopiclone,ESZOPICLONE,VT,4,F,146
2017,Eszopiclone,ESZOPICLONE,VT,4,T,0
2017,Eszopiclone,LUNESTA,VT,4,F,26
2017,Eszopiclone,LUNESTA,VT,4,T,0
2017,Zaleplon,ZALEPLON,VT,4,F,53
2017,Zaleplon,ZALEPLON,VT,4,T,0
2017,Zolpidem Tartrate,AMBIEN,VT,4,T,0
2017,Zolpidem Tartrate,AMBIEN CR,VT,4,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VT,4,F,2236
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,VT,4,T,0
2017,Eszopiclone,ESZOPICLONE,WA,1,F,426
2017,Eszopiclone,ESZOPICLONE,WA,1,T,0
2017,Eszopiclone,LUNESTA,WA,1,T,0
2017,Zaleplon,ZALEPLON,WA,1,F,482
2017,Zaleplon,ZALEPLON,WA,1,T,0
2017,Zolpidem Tartrate,AMBIEN,WA,1,T,0
2017,Zolpidem Tartrate,AMBIEN CR,WA,1,F,15
2017,Zolpidem Tartrate,AMBIEN CR,WA,1,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WA,1,F,18036
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WA,1,T,0
2017,Eszopiclone,ESZOPICLONE,WA,2,F,422
2017,Eszopiclone,ESZOPICLONE,WA,2,T,0
2017,Eszopiclone,LUNESTA,WA,2,T,0
2017,Zaleplon,ZALEPLON,WA,2,F,533
2017,Zaleplon,ZALEPLON,WA,2,T,0
2017,Zolpidem Tartrate,AMBIEN,WA,2,T,0
2017,Zolpidem Tartrate,AMBIEN CR,WA,2,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WA,2,F,16598
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WA,2,T,0
2017,Eszopiclone,ESZOPICLONE,WA,3,F,580
2017,Eszopiclone,ESZOPICLONE,WA,3,T,0
2017,Eszopiclone,LUNESTA,WA,3,T,0
2017,Zaleplon,ZALEPLON,WA,3,F,751
2017,Zaleplon,ZALEPLON,WA,3,T,0
2017,Zolpidem Tartrate,AMBIEN,WA,3,T,0
2017,Zolpidem Tartrate,AMBIEN CR,WA,3,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WA,3,F,21487
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WA,3,T,0
2017,Eszopiclone,ESZOPICLONE,WA,4,F,381
2017,Eszopiclone,ESZOPICLONE,WA,4,T,0
2017,Eszopiclone,LUNESTA,WA,4,T,0
2017,Zaleplon,ZALEPLON,WA,4,F,595
2017,Zaleplon,ZALEPLON,WA,4,T,0
2017,Zolpidem Tartrate,AMBIEN,WA,4,T,0
2017,Zolpidem Tartrate,AMBIEN CR,WA,4,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WA,4,F,15583
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WA,4,T,0
2017,Eszopiclone,ESZOPICLONE,WI,1,F,692
2017,Eszopiclone,ESZOPICLONE,WI,1,T,0
2017,Eszopiclone,LUNESTA,WI,1,F,39
2017,Eszopiclone,LUNESTA,WI,1,T,0
2017,Zaleplon,ZALEPLON,WI,1,F,760
2017,Zaleplon,ZALEPLON,WI,1,T,0
2017,Zolpidem Tartrate,AMBIEN,WI,1,T,0
2017,Zolpidem Tartrate,AMBIEN CR,WI,1,T,0
2017,Zolpidem Tartrate,EDLUAR,WI,1,T,0
2017,Zolpidem Tartrate,INTERMEZZO,WI,1,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WI,1,F,20121
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WI,1,T,0
2017,Eszopiclone,ESZOPICLONE,WI,2,F,712
2017,Eszopiclone,ESZOPICLONE,WI,2,T,0
2017,Eszopiclone,LUNESTA,WI,2,F,18
2017,Eszopiclone,LUNESTA,WI,2,T,0
2017,Zaleplon,ZALEPLON,WI,2,F,790
2017,Zaleplon,ZALEPLON,WI,2,T,0
2017,Zolpidem Tartrate,AMBIEN,WI,2,T,0
2017,Zolpidem Tartrate,AMBIEN CR,WI,2,T,0
2017,Zolpidem Tartrate,EDLUAR,WI,2,T,0
2017,Zolpidem Tartrate,INTERMEZZO,WI,2,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WI,2,F,19155
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WI,2,T,0
2017,Eszopiclone,ESZOPICLONE,WI,3,F,591
2017,Eszopiclone,ESZOPICLONE,WI,3,T,0
2017,Eszopiclone,LUNESTA,WI,3,T,0
2017,Zaleplon,ZALEPLON,WI,3,F,763
2017,Zaleplon,ZALEPLON,WI,3,T,0
2017,Zolpidem Tartrate,AMBIEN,WI,3,T,0
2017,Zolpidem Tartrate,AMBIEN CR,WI,3,T,0
2017,Zolpidem Tartrate,EDLUAR,WI,3,T,0
2017,Zolpidem Tartrate,INTERMEZZO,WI,3,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WI,3,F,18208
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WI,3,T,0
2017,Eszopiclone,ESZOPICLONE,WI,4,F,632
2017,Eszopiclone,ESZOPICLONE,WI,4,T,0
2017,Eszopiclone,LUNESTA,WI,4,F,13
2017,Eszopiclone,LUNESTA,WI,4,T,0
2017,Zaleplon,ZALEPLON,WI,4,F,787
2017,Zaleplon,ZALEPLON,WI,4,T,0
2017,Zolpidem Tartrate,AMBIEN,WI,4,T,0
2017,Zolpidem Tartrate,AMBIEN CR,WI,4,T,0
2017,Zolpidem Tartrate,EDLUAR,WI,4,T,0
2017,Zolpidem Tartrate,INTERMEZZO,WI,4,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WI,4,F,17757
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WI,4,T,0
2017,Eszopiclone,ESZOPICLONE,WV,1,F,59
2017,Eszopiclone,ESZOPICLONE,WV,1,T,0
2017,Eszopiclone,LUNESTA,WV,1,T,0
2017,Zaleplon,ZALEPLON,WV,1,T,0
2017,Zolpidem Tartrate,AMBIEN,WV,1,T,0
2017,Zolpidem Tartrate,EDLUAR,WV,1,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WV,1,F,9553
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WV,1,T,0
2017,Eszopiclone,ESZOPICLONE,WV,2,F,154
2017,Eszopiclone,ESZOPICLONE,WV,2,T,0
2017,Eszopiclone,LUNESTA,WV,2,T,0
2017,Zaleplon,ZALEPLON,WV,2,T,0
2017,Zolpidem Tartrate,AMBIEN,WV,2,T,0
2017,Zolpidem Tartrate,EDLUAR,WV,2,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WV,2,F,10077
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WV,2,T,0
2017,Eszopiclone,ESZOPICLONE,WV,3,F,27
2017,Eszopiclone,ESZOPICLONE,WV,3,T,0
2017,Zaleplon,ZALEPLON,WV,3,T,0
2017,Zolpidem Tartrate,EDLUAR,WV,3,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WV,3,F,4123
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WV,3,T,0
2017,Eszopiclone,ESZOPICLONE,WV,4,F,53
2017,Eszopiclone,ESZOPICLONE,WV,4,T,0
2017,Zaleplon,ZALEPLON,WV,4,T,0
2017,Zolpidem Tartrate,EDLUAR,WV,4,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WV,4,F,5567
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WV,4,T,0
2017,Eszopiclone,ESZOPICLONE,WY,1,T,0
2017,Zaleplon,ZALEPLON,WY,1,F,17
2017,Zaleplon,ZALEPLON,WY,1,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WY,1,F,491
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WY,1,T,0
2017,Eszopiclone,ESZOPICLONE,WY,2,T,0
2017,Zaleplon,ZALEPLON,WY,2,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WY,2,F,492
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WY,2,T,0
2017,Eszopiclone,ESZOPICLONE,WY,3,T,0
2017,Zaleplon,ZALEPLON,WY,3,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WY,3,F,417
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WY,3,T,0
2017,Eszopiclone,ESZOPICLONE,WY,4,T,0
2017,Zaleplon,ZALEPLON,WY,4,T,0
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WY,4,F,413
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,WY,4,T,0
2018,Eszopiclone,ESZOPICLONE,AK,1,F,270
2018,Eszopiclone,ESZOPICLONE,AK,1,T,0
2018,Eszopiclone,LUNESTA,AK,1,T,0
2018,Zaleplon,ZALEPLON,AK,1,F,57
2018,Zaleplon,ZALEPLON,AK,1,T,0
2018,Zolpidem Tartrate,AMBIEN CR,AK,1,T,0
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AK,1,F,2187
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AK,1,T,0
2018,Eszopiclone,ESZOPICLONE,AK,2,F,185
2018,Eszopiclone,ESZOPICLONE,AK,2,T,0
2018,Eszopiclone,LUNESTA,AK,2,T,0
2018,Zaleplon,ZALEPLON,AK,2,F,26
2018,Zaleplon,ZALEPLON,AK,2,T,0
2018,Zolpidem Tartrate,AMBIEN CR,AK,2,T,0
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AK,2,F,1593
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AK,2,T,0
2018,Eszopiclone,ESZOPICLONE,AK,3,F,301
2018,Eszopiclone,ESZOPICLONE,AK,3,T,0
2018,Eszopiclone,LUNESTA,AK,3,T,0
2018,Zaleplon,ZALEPLON,AK,3,F,79
2018,Zaleplon,ZALEPLON,AK,3,T,0
2018,Zolpidem Tartrate,AMBIEN CR,AK,3,T,0
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AK,3,F,2439
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AK,3,T,0
2018,Eszopiclone,ESZOPICLONE,AK,4,F,230
2018,Eszopiclone,ESZOPICLONE,AK,4,T,0
2018,Zaleplon,ZALEPLON,AK,4,F,26
2018,Zaleplon,ZALEPLON,AK,4,T,0
2018,Zolpidem Tartrate,AMBIEN CR,AK,4,T,0
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AK,4,F,1866
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AK,4,T,0
2018,Eszopiclone,ESZOPICLONE,AL,1,F,410
2018,Eszopiclone,ESZOPICLONE,AL,1,T,0
2018,Zaleplon,ZALEPLON,AL,1,F,19
2018,Zaleplon,ZALEPLON,AL,1,T,0
2018,Zolpidem Tartrate,AMBIEN,AL,1,T,0
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AL,1,F,3431
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AL,1,T,0
2018,Eszopiclone,ESZOPICLONE,AL,2,F,439
2018,Eszopiclone,ESZOPICLONE,AL,2,T,0
2018,Zaleplon,ZALEPLON,AL,2,F,24
2018,Zaleplon,ZALEPLON,AL,2,T,0
2018,Zolpidem Tartrate,AMBIEN,AL,2,T,0
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AL,2,F,3158
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AL,2,T,0
2018,Eszopiclone,ESZOPICLONE,AL,3,F,441
2018,Eszopiclone,ESZOPICLONE,AL,3,T,0
2018,Zaleplon,ZALEPLON,AL,3,F,34
2018,Zaleplon,ZALEPLON,AL,3,T,0
2018,Zolpidem Tartrate,AMBIEN,AL,3,T,0
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AL,3,F,3104
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AL,3,T,0
2018,Eszopiclone,ESZOPICLONE,AL,4,F,512
2018,Eszopiclone,ESZOPICLONE,AL,4,T,0
2018,Zaleplon,ZALEPLON,AL,4,F,36
2018,Zaleplon,ZALEPLON,AL,4,T,0
2018,Zolpidem Tartrate,AMBIEN,AL,4,T,0
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AL,4,F,2964
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AL,4,T,0
2018,Eszopiclone,ESZOPICLONE,AR,1,T,0
2018,Zaleplon,ZALEPLON,AR,1,F,434
2018,Zaleplon,ZALEPLON,AR,1,T,0
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AR,1,F,6327
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AR,1,T,0
2018,Eszopiclone,ESZOPICLONE,AR,2,T,0
2018,Zaleplon,ZALEPLON,AR,2,F,471
2018,Zaleplon,ZALEPLON,AR,2,T,0
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AR,2,F,6091
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AR,2,T,0
2018,Eszopiclone,ESZOPICLONE,AR,3,T,0
2018,Zaleplon,ZALEPLON,AR,3,F,471
2018,Zaleplon,ZALEPLON,AR,3,T,0
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AR,3,F,5989
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AR,3,T,0
2018,Eszopiclone,ESZOPICLONE,AR,4,T,0
2018,Zaleplon,ZALEPLON,AR,4,F,424
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AR,4,F,6100
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AR,4,T,0
2018,Eszopiclone,ESZOPICLONE,AZ,1,F,1340
2018,Eszopiclone,ESZOPICLONE,AZ,1,T,0
2018,Eszopiclone,LUNESTA,AZ,1,T,0
2018,Zaleplon,ZALEPLON,AZ,1,F,435
2018,Zaleplon,ZALEPLON,AZ,1,T,0
2018,Zolpidem Tartrate,AMBIEN,AZ,1,T,0
2018,Zolpidem Tartrate,AMBIEN CR,AZ,1,T,0
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AZ,1,F,15239
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AZ,1,T,0
2018,Eszopiclone,ESZOPICLONE,AZ,2,F,1468
2018,Eszopiclone,ESZOPICLONE,AZ,2,T,0
2018,Eszopiclone,LUNESTA,AZ,2,T,0
2018,Zaleplon,ZALEPLON,AZ,2,F,395
2018,Zaleplon,ZALEPLON,AZ,2,T,0
2018,Zolpidem Tartrate,AMBIEN,AZ,2,T,0
2018,Zolpidem Tartrate,AMBIEN CR,AZ,2,T,0
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AZ,2,F,14016
2018,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AZ,2,T,0
2018,Zolpidem Tartrate,ZOLPIMIST,AZ,2,T,0
