year,gennme,prodnme,state,quarter,suppression,totalRX
2019,Zaleplon,ZALEPLON,AR,3,F,385
2019,Zaleplon,ZALEPLON,AR,3,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AR,3,F,5438
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AR,3,T,0
2019,Eszopiclone,ESZOPICLONE,AR,4,T,0
2019,Zaleplon,ZALEPLON,AR,4,F,394
2019,Zaleplon,ZALEPLON,AR,4,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AR,4,F,5125
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AR,4,T,0
2019,Eszopiclone,ESZOPICLONE,AZ,1,F,909
2019,Eszopiclone,ESZOPICLONE,AZ,1,T,0
2019,Eszopiclone,LUNESTA,AZ,1,T,0
2019,Zaleplon,ZALEPLON,AZ,1,F,233
2019,Zaleplon,ZALEPLON,AZ,1,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AZ,1,F,12821
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AZ,1,T,0
2019,Eszopiclone,ESZOPICLONE,AZ,2,F,915
2019,Eszopiclone,ESZOPICLONE,AZ,2,T,0
2019,Eszopiclone,LUNESTA,AZ,2,T,0
2019,Zaleplon,ZALEPLON,AZ,2,F,197
2019,Zaleplon,ZALEPLON,AZ,2,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AZ,2,F,12199
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AZ,2,T,0
2019,Eszopiclone,ESZOPICLONE,AZ,3,F,834
2019,Eszopiclone,ESZOPICLONE,AZ,3,T,0
2019,Eszopiclone,LUNESTA,AZ,3,T,0
2019,Zaleplon,ZALEPLON,AZ,3,F,199
2019,Zaleplon,ZALEPLON,AZ,3,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AZ,3,F,11588
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AZ,3,T,0
2019,Eszopiclone,ESZOPICLONE,AZ,4,F,780
2019,Eszopiclone,ESZOPICLONE,AZ,4,T,0
2019,Eszopiclone,LUNESTA,AZ,4,T,0
2019,Zaleplon,ZALEPLON,AZ,4,F,139
2019,Zaleplon,ZALEPLON,AZ,4,T,0
2019,Zolpidem Tartrate,AMBIEN CR,AZ,4,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AZ,4,F,11064
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,AZ,4,T,0
2019,Eszopiclone,ESZOPICLONE,CA,1,F,2721
2019,Eszopiclone,ESZOPICLONE,CA,1,T,0
2019,Eszopiclone,LUNESTA,CA,1,T,0
2019,Zaleplon,ZALEPLON,CA,1,F,791
2019,Zaleplon,ZALEPLON,CA,1,T,0
2019,Zolpidem Tartrate,AMBIEN,CA,1,F,40
2019,Zolpidem Tartrate,AMBIEN,CA,1,T,0
2019,Zolpidem Tartrate,AMBIEN CR,CA,1,F,26
2019,Zolpidem Tartrate,AMBIEN CR,CA,1,T,0
2019,Zolpidem Tartrate,INTERMEZZO,CA,1,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CA,1,F,62532
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CA,1,T,0
2019,Eszopiclone,ESZOPICLONE,CA,2,F,2854
2019,Eszopiclone,ESZOPICLONE,CA,2,T,0
2019,Eszopiclone,LUNESTA,CA,2,T,0
2019,Zaleplon,ZALEPLON,CA,2,F,717
2019,Zaleplon,ZALEPLON,CA,2,T,0
2019,Zolpidem Tartrate,AMBIEN,CA,2,F,36
2019,Zolpidem Tartrate,AMBIEN,CA,2,T,0
2019,Zolpidem Tartrate,AMBIEN CR,CA,2,F,23
2019,Zolpidem Tartrate,AMBIEN CR,CA,2,T,0
2019,Zolpidem Tartrate,EDLUAR,CA,2,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CA,2,F,60493
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CA,2,T,0
2019,Eszopiclone,ESZOPICLONE,CA,3,F,2671
2019,Eszopiclone,ESZOPICLONE,CA,3,T,0
2019,Eszopiclone,LUNESTA,CA,3,T,0
2019,Zaleplon,ZALEPLON,CA,3,F,628
2019,Zaleplon,ZALEPLON,CA,3,T,0
2019,Zolpidem Tartrate,AMBIEN,CA,3,F,39
2019,Zolpidem Tartrate,AMBIEN,CA,3,T,0
2019,Zolpidem Tartrate,AMBIEN CR,CA,3,F,21
2019,Zolpidem Tartrate,AMBIEN CR,CA,3,T,0
2019,Zolpidem Tartrate,EDLUAR,CA,3,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CA,3,F,57597
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CA,3,T,0
2019,Eszopiclone,ESZOPICLONE,CA,4,F,2660
2019,Eszopiclone,ESZOPICLONE,CA,4,T,0
2019,Eszopiclone,LUNESTA,CA,4,T,0
2019,Zaleplon,ZALEPLON,CA,4,F,642
2019,Zaleplon,ZALEPLON,CA,4,T,0
2019,Zolpidem Tartrate,AMBIEN,CA,4,F,53
2019,Zolpidem Tartrate,AMBIEN,CA,4,T,0
2019,Zolpidem Tartrate,AMBIEN CR,CA,4,F,19
2019,Zolpidem Tartrate,AMBIEN CR,CA,4,T,0
2019,Zolpidem Tartrate,EDLUAR,CA,4,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CA,4,F,55288
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CA,4,T,0
2019,Eszopiclone,ESZOPICLONE,CO,1,F,2257
2019,Eszopiclone,ESZOPICLONE,CO,1,T,0
2019,Eszopiclone,LUNESTA,CO,1,T,0
2019,Zaleplon,ZALEPLON,CO,1,F,362
2019,Zaleplon,ZALEPLON,CO,1,T,0
2019,Zolpidem Tartrate,AMBIEN,CO,1,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CO,1,F,10162
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CO,1,T,0
2019,Eszopiclone,ESZOPICLONE,CO,2,F,2327
2019,Eszopiclone,ESZOPICLONE,CO,2,T,0
2019,Eszopiclone,LUNESTA,CO,2,T,0
2019,Zaleplon,ZALEPLON,CO,2,F,317
2019,Zaleplon,ZALEPLON,CO,2,T,0
2019,Zolpidem Tartrate,AMBIEN,CO,2,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CO,2,F,10414
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CO,2,T,0
2019,Eszopiclone,ESZOPICLONE,CO,3,F,2408
2019,Eszopiclone,ESZOPICLONE,CO,3,T,0
2019,Eszopiclone,LUNESTA,CO,3,T,0
2019,Zaleplon,ZALEPLON,CO,3,F,382
2019,Zaleplon,ZALEPLON,CO,3,T,0
2019,Zolpidem Tartrate,AMBIEN,CO,3,T,0
2019,Zolpidem Tartrate,AMBIEN CR,CO,3,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CO,3,F,10617
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CO,3,T,0
2019,Eszopiclone,ESZOPICLONE,CO,4,F,2223
2019,Eszopiclone,ESZOPICLONE,CO,4,T,0
2019,Eszopiclone,LUNESTA,CO,4,T,0
2019,Zaleplon,ZALEPLON,CO,4,F,323
2019,Zaleplon,ZALEPLON,CO,4,T,0
2019,Zolpidem Tartrate,AMBIEN,CO,4,T,0
2019,Zolpidem Tartrate,AMBIEN CR,CO,4,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CO,4,F,9510
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CO,4,T,0
2019,Eszopiclone,ESZOPICLONE,CT,1,F,899
2019,Eszopiclone,ESZOPICLONE,CT,1,T,0
2019,Eszopiclone,LUNESTA,CT,1,F,33
2019,Eszopiclone,LUNESTA,CT,1,T,0
2019,Zaleplon,ZALEPLON,CT,1,F,56
2019,Zaleplon,ZALEPLON,CT,1,T,0
2019,Zolpidem Tartrate,AMBIEN,CT,1,F,47
2019,Zolpidem Tartrate,AMBIEN,CT,1,T,0
2019,Zolpidem Tartrate,AMBIEN CR,CT,1,F,33
2019,Zolpidem Tartrate,AMBIEN CR,CT,1,T,0
2019,Zolpidem Tartrate,EDLUAR,CT,1,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CT,1,F,13122
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CT,1,T,0
2019,Zolpidem Tartrate,ZOLPIMIST,CT,1,T,0
2019,Eszopiclone,ESZOPICLONE,CT,2,F,898
2019,Eszopiclone,ESZOPICLONE,CT,2,T,0
2019,Eszopiclone,LUNESTA,CT,2,F,29
2019,Eszopiclone,LUNESTA,CT,2,T,0
2019,Zaleplon,ZALEPLON,CT,2,F,53
2019,Zaleplon,ZALEPLON,CT,2,T,0
2019,Zolpidem Tartrate,AMBIEN,CT,2,F,55
2019,Zolpidem Tartrate,AMBIEN,CT,2,T,0
2019,Zolpidem Tartrate,AMBIEN CR,CT,2,F,35
2019,Zolpidem Tartrate,AMBIEN CR,CT,2,T,0
2019,Zolpidem Tartrate,EDLUAR,CT,2,T,0
2019,Zolpidem Tartrate,INTERMEZZO,CT,2,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CT,2,F,12677
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CT,2,T,0
2019,Eszopiclone,ESZOPICLONE,CT,3,F,851
2019,Eszopiclone,ESZOPICLONE,CT,3,T,0
2019,Eszopiclone,LUNESTA,CT,3,F,29
2019,Eszopiclone,LUNESTA,CT,3,T,0
2019,Zaleplon,ZALEPLON,CT,3,F,65
2019,Zaleplon,ZALEPLON,CT,3,T,0
2019,Zolpidem Tartrate,AMBIEN,CT,3,F,46
2019,Zolpidem Tartrate,AMBIEN,CT,3,T,0
2019,Zolpidem Tartrate,AMBIEN CR,CT,3,F,38
2019,Zolpidem Tartrate,EDLUAR,CT,3,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CT,3,F,12036
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CT,3,T,0
2019,Eszopiclone,ESZOPICLONE,CT,4,F,892
2019,Eszopiclone,ESZOPICLONE,CT,4,T,0
2019,Eszopiclone,LUNESTA,CT,4,T,0
2019,Zaleplon,ZALEPLON,CT,4,F,50
2019,Zaleplon,ZALEPLON,CT,4,T,0
2019,Zolpidem Tartrate,AMBIEN,CT,4,F,41
2019,Zolpidem Tartrate,AMBIEN,CT,4,T,0
2019,Zolpidem Tartrate,AMBIEN CR,CT,4,F,28
2019,Zolpidem Tartrate,AMBIEN CR,CT,4,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CT,4,F,11671
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,CT,4,T,0
2019,Zolpidem Tartrate,ZOLPIMIST,CT,4,T,0
2019,Eszopiclone,ESZOPICLONE,DC,1,T,0
2019,Zaleplon,ZALEPLON,DC,1,T,0
2019,Zolpidem Tartrate,AMBIEN CR,DC,1,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DC,1,F,1598
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DC,1,T,0
2019,Eszopiclone,ESZOPICLONE,DC,2,T,0
2019,Zaleplon,ZALEPLON,DC,2,T,0
2019,Zolpidem Tartrate,AMBIEN CR,DC,2,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DC,2,F,1529
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DC,2,T,0
2019,Eszopiclone,ESZOPICLONE,DC,3,T,0
2019,Zaleplon,ZALEPLON,DC,3,T,0
2019,Zolpidem Tartrate,AMBIEN CR,DC,3,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DC,3,F,1539
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DC,3,T,0
2019,Eszopiclone,ESZOPICLONE,DC,4,T,0
2019,Zaleplon,ZALEPLON,DC,4,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DC,4,F,1475
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DC,4,T,0
2019,Eszopiclone,ESZOPICLONE,DE,1,F,117
2019,Eszopiclone,ESZOPICLONE,DE,1,T,0
2019,Eszopiclone,LUNESTA,DE,1,T,0
2019,Zaleplon,ZALEPLON,DE,1,F,54
2019,Zaleplon,ZALEPLON,DE,1,T,0
2019,Zolpidem Tartrate,AMBIEN CR,DE,1,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DE,1,F,3158
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DE,1,T,0
2019,Eszopiclone,ESZOPICLONE,DE,2,F,120
2019,Eszopiclone,ESZOPICLONE,DE,2,T,0
2019,Eszopiclone,LUNESTA,DE,2,T,0
2019,Zaleplon,ZALEPLON,DE,2,F,62
2019,Zaleplon,ZALEPLON,DE,2,T,0
2019,Zolpidem Tartrate,AMBIEN CR,DE,2,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DE,2,F,3208
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DE,2,T,0
2019,Eszopiclone,ESZOPICLONE,DE,3,F,126
2019,Eszopiclone,ESZOPICLONE,DE,3,T,0
2019,Eszopiclone,LUNESTA,DE,3,T,0
2019,Zaleplon,ZALEPLON,DE,3,F,64
2019,Zaleplon,ZALEPLON,DE,3,T,0
2019,Zolpidem Tartrate,AMBIEN CR,DE,3,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DE,3,F,3154
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DE,3,T,0
2019,Eszopiclone,ESZOPICLONE,DE,4,F,84
2019,Eszopiclone,ESZOPICLONE,DE,4,T,0
2019,Eszopiclone,LUNESTA,DE,4,T,0
2019,Zaleplon,ZALEPLON,DE,4,F,75
2019,Zaleplon,ZALEPLON,DE,4,T,0
2019,Zolpidem Tartrate,AMBIEN CR,DE,4,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DE,4,F,3022
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,DE,4,T,0
2019,Eszopiclone,ESZOPICLONE,FL,1,F,139
2019,Eszopiclone,ESZOPICLONE,FL,1,T,0
2019,Eszopiclone,LUNESTA,FL,1,T,0
2019,Zaleplon,ZALEPLON,FL,1,F,57
2019,Zaleplon,ZALEPLON,FL,1,T,0
2019,Zolpidem Tartrate,AMBIEN,FL,1,T,0
2019,Zolpidem Tartrate,AMBIEN CR,FL,1,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,FL,1,F,15520
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,FL,1,T,0
2019,Eszopiclone,ESZOPICLONE,FL,2,F,90
2019,Eszopiclone,ESZOPICLONE,FL,2,T,0
2019,Eszopiclone,LUNESTA,FL,2,T,0
2019,Zaleplon,ZALEPLON,FL,2,F,140
2019,Zaleplon,ZALEPLON,FL,2,T,0
2019,Zolpidem Tartrate,AMBIEN,FL,2,F,15
2019,Zolpidem Tartrate,AMBIEN CR,FL,2,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,FL,2,F,15220
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,FL,2,T,0
2019,Eszopiclone,ESZOPICLONE,FL,3,F,59
2019,Eszopiclone,ESZOPICLONE,FL,3,T,0
2019,Eszopiclone,LUNESTA,FL,3,T,0
2019,Zaleplon,ZALEPLON,FL,3,F,183
2019,Zaleplon,ZALEPLON,FL,3,T,0
2019,Zolpidem Tartrate,AMBIEN,FL,3,F,17
2019,Zolpidem Tartrate,AMBIEN CR,FL,3,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,FL,3,F,14191
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,FL,3,T,0
2019,Eszopiclone,ESZOPICLONE,FL,4,F,66
2019,Eszopiclone,ESZOPICLONE,FL,4,T,0
2019,Eszopiclone,LUNESTA,FL,4,T,0
2019,Zaleplon,ZALEPLON,FL,4,F,134
2019,Zaleplon,ZALEPLON,FL,4,T,0
2019,Zolpidem Tartrate,AMBIEN,FL,4,F,17
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,FL,4,F,13680
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,FL,4,T,0
2019,Eszopiclone,ESZOPICLONE,HI,1,F,12
2019,Eszopiclone,ESZOPICLONE,HI,1,T,0
2019,Zaleplon,ZALEPLON,HI,1,T,0
2019,Zolpidem Tartrate,AMBIEN,HI,1,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,HI,1,F,2518
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,HI,1,T,0
2019,Eszopiclone,ESZOPICLONE,HI,2,T,0
2019,Zolpidem Tartrate,AMBIEN,HI,2,T,0
2019,Zolpidem Tartrate,AMBIEN CR,HI,2,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,HI,2,F,2303
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,HI,2,T,0
2019,Eszopiclone,ESZOPICLONE,HI,3,F,13
2019,Eszopiclone,ESZOPICLONE,HI,3,T,0
2019,Zaleplon,ZALEPLON,HI,3,T,0
2019,Zolpidem Tartrate,AMBIEN,HI,3,T,0
2019,Zolpidem Tartrate,AMBIEN CR,HI,3,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,HI,3,F,2302
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,HI,3,T,0
2019,Eszopiclone,ESZOPICLONE,HI,4,F,13
2019,Eszopiclone,ESZOPICLONE,HI,4,T,0
2019,Zolpidem Tartrate,AMBIEN,HI,4,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,HI,4,F,2224
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,HI,4,T,0
2019,Eszopiclone,ESZOPICLONE,IA,1,F,520
2019,Eszopiclone,ESZOPICLONE,IA,1,T,0
2019,Zaleplon,ZALEPLON,IA,1,F,241
2019,Zaleplon,ZALEPLON,IA,1,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IA,1,F,3713
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IA,1,T,0
2019,Eszopiclone,ESZOPICLONE,IA,2,F,525
2019,Eszopiclone,ESZOPICLONE,IA,2,T,0
2019,Zaleplon,ZALEPLON,IA,2,F,257
2019,Zaleplon,ZALEPLON,IA,2,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IA,2,F,3584
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IA,2,T,0
2019,Eszopiclone,ESZOPICLONE,IA,3,F,529
2019,Eszopiclone,ESZOPICLONE,IA,3,T,0
2019,Eszopiclone,LUNESTA,IA,3,T,0
2019,Zaleplon,ZALEPLON,IA,3,F,209
2019,Zaleplon,ZALEPLON,IA,3,T,0
2019,Zolpidem Tartrate,EDLUAR,IA,3,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IA,3,F,3493
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IA,3,T,0
2019,Eszopiclone,ESZOPICLONE,IA,4,F,503
2019,Eszopiclone,ESZOPICLONE,IA,4,T,0
2019,Zaleplon,ZALEPLON,IA,4,F,177
2019,Zaleplon,ZALEPLON,IA,4,T,0
2019,Zolpidem Tartrate,EDLUAR,IA,4,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IA,4,F,3308
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IA,4,T,0
2019,Eszopiclone,ESZOPICLONE,ID,1,F,195
2019,Eszopiclone,ESZOPICLONE,ID,1,T,0
2019,Eszopiclone,LUNESTA,ID,1,T,0
2019,Zaleplon,ZALEPLON,ID,1,F,15
2019,Zaleplon,ZALEPLON,ID,1,T,0
2019,Zolpidem Tartrate,AMBIEN,ID,1,T,0
2019,Zolpidem Tartrate,INTERMEZZO,ID,1,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,ID,1,F,2525
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,ID,1,T,0
2019,Eszopiclone,ESZOPICLONE,ID,2,F,194
2019,Eszopiclone,ESZOPICLONE,ID,2,T,0
2019,Eszopiclone,LUNESTA,ID,2,T,0
2019,Zaleplon,ZALEPLON,ID,2,F,15
2019,Zaleplon,ZALEPLON,ID,2,T,0
2019,Zolpidem Tartrate,AMBIEN,ID,2,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,ID,2,F,2718
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,ID,2,T,0
2019,Eszopiclone,ESZOPICLONE,ID,3,F,189
2019,Eszopiclone,ESZOPICLONE,ID,3,T,0
2019,Eszopiclone,LUNESTA,ID,3,T,0
2019,Zaleplon,ZALEPLON,ID,3,F,18
2019,Zaleplon,ZALEPLON,ID,3,T,0
2019,Zolpidem Tartrate,AMBIEN,ID,3,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,ID,3,F,2880
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,ID,3,T,0
2019,Eszopiclone,ESZOPICLONE,ID,4,F,160
2019,Eszopiclone,ESZOPICLONE,ID,4,T,0
2019,Eszopiclone,LUNESTA,ID,4,T,0
2019,Zaleplon,ZALEPLON,ID,4,F,20
2019,Zaleplon,ZALEPLON,ID,4,T,0
2019,Zolpidem Tartrate,AMBIEN,ID,4,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,ID,4,F,2519
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,ID,4,T,0
2019,Eszopiclone,ESZOPICLONE,IL,1,F,268
2019,Eszopiclone,ESZOPICLONE,IL,1,T,0
2019,Zaleplon,ZALEPLON,IL,1,F,290
2019,Zaleplon,ZALEPLON,IL,1,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IL,1,F,16732
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IL,1,T,0
2019,Eszopiclone,ESZOPICLONE,IL,2,F,281
2019,Eszopiclone,ESZOPICLONE,IL,2,T,0
2019,Zaleplon,ZALEPLON,IL,2,F,279
2019,Zaleplon,ZALEPLON,IL,2,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IL,2,F,16663
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IL,2,T,0
2019,Eszopiclone,ESZOPICLONE,IL,3,F,269
2019,Eszopiclone,ESZOPICLONE,IL,3,T,0
2019,Eszopiclone,LUNESTA,IL,3,T,0
2019,Zaleplon,ZALEPLON,IL,3,F,307
2019,Zaleplon,ZALEPLON,IL,3,T,0
2019,Zolpidem Tartrate,AMBIEN CR,IL,3,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IL,3,F,16758
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IL,3,T,0
2019,Eszopiclone,ESZOPICLONE,IL,4,F,282
2019,Eszopiclone,ESZOPICLONE,IL,4,T,0
2019,Zaleplon,ZALEPLON,IL,4,F,296
2019,Zaleplon,ZALEPLON,IL,4,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IL,4,F,16259
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IL,4,T,0
2019,Eszopiclone,ESZOPICLONE,IN,1,F,1592
2019,Eszopiclone,ESZOPICLONE,IN,1,T,0
2019,Zaleplon,ZALEPLON,IN,1,F,289
2019,Zaleplon,ZALEPLON,IN,1,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IN,1,F,10184
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IN,1,T,0
2019,Zolpidem Tartrate,ZOLPIMIST,IN,1,T,0
2019,Eszopiclone,ESZOPICLONE,IN,2,F,1511
2019,Eszopiclone,ESZOPICLONE,IN,2,T,0
2019,Zaleplon,ZALEPLON,IN,2,F,261
2019,Zaleplon,ZALEPLON,IN,2,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IN,2,F,10131
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IN,2,T,0
2019,Zolpidem Tartrate,ZOLPIMIST,IN,2,T,0
2019,Eszopiclone,ESZOPICLONE,IN,3,F,1590
2019,Eszopiclone,ESZOPICLONE,IN,3,T,0
2019,Zaleplon,ZALEPLON,IN,3,F,248
2019,Zaleplon,ZALEPLON,IN,3,T,0
2019,Zolpidem Tartrate,EDLUAR,IN,3,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IN,3,F,9889
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IN,3,T,0
2019,Eszopiclone,ESZOPICLONE,IN,4,F,1620
2019,Eszopiclone,ESZOPICLONE,IN,4,T,0
2019,Zaleplon,ZALEPLON,IN,4,F,221
2019,Zaleplon,ZALEPLON,IN,4,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IN,4,F,9783
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,IN,4,T,0
2019,Eszopiclone,ESZOPICLONE,KS,1,F,178
2019,Eszopiclone,ESZOPICLONE,KS,1,T,0
2019,Eszopiclone,LUNESTA,KS,1,T,0
2019,Zaleplon,ZALEPLON,KS,1,F,13
2019,Zaleplon,ZALEPLON,KS,1,T,0
2019,Zolpidem Tartrate,AMBIEN,KS,1,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,KS,1,F,3162
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,KS,1,T,0
2019,Eszopiclone,ESZOPICLONE,KS,2,F,175
2019,Eszopiclone,ESZOPICLONE,KS,2,T,0
2019,Eszopiclone,LUNESTA,KS,2,T,0
2019,Zaleplon,ZALEPLON,KS,2,F,18
2019,Zaleplon,ZALEPLON,KS,2,T,0
2019,Zolpidem Tartrate,AMBIEN,KS,2,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,KS,2,F,3096
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,KS,2,T,0
2019,Eszopiclone,ESZOPICLONE,KS,3,F,181
2019,Eszopiclone,ESZOPICLONE,KS,3,T,0
2019,Zaleplon,ZALEPLON,KS,3,F,37
2019,Zaleplon,ZALEPLON,KS,3,T,0
2019,Zolpidem Tartrate,AMBIEN,KS,3,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,KS,3,F,2951
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,KS,3,T,0
2019,Eszopiclone,ESZOPICLONE,KS,4,F,164
2019,Eszopiclone,ESZOPICLONE,KS,4,T,0
2019,Zaleplon,ZALEPLON,KS,4,F,30
2019,Zaleplon,ZALEPLON,KS,4,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,KS,4,F,2858
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,KS,4,T,0
2019,Eszopiclone,ESZOPICLONE,KY,1,F,309
2019,Eszopiclone,ESZOPICLONE,KY,1,T,0
2019,Eszopiclone,LUNESTA,KY,1,T,0
2019,Zaleplon,ZALEPLON,KY,1,F,42
2019,Zaleplon,ZALEPLON,KY,1,T,0
2019,Zolpidem Tartrate,AMBIEN,KY,1,T,0
2019,Zolpidem Tartrate,EDLUAR,KY,1,T,0
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,KY,1,F,10678
2019,Zolpidem Tartrate,ZOLPIDEM TARTRATE,KY,1,T,0
2019,Eszopiclone,ESZOPICLONE,KY,2,F,326
2019,Eszopiclone,ESZOPICLONE,KY,2,T,0
