year,gennme,prodnme,state,quarter,totalRXImputed
2017,Eszopiclone,ESZOPICLONE,ME,3,180
2017,Eszopiclone,LUNESTA,ME,3,10
2017,Zaleplon,ZALEPLON,ME,3,88
2017,Zolpidem Tartrate,AMBIEN,ME,3,10
2017,Zolpidem Tartrate,AMBIEN CR,ME,3,10
2017,Zolpidem Tartrate,EDLUAR,ME,3,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,ME,3,2146
2017,Eszopiclone,ESZOPICLONE,ME,4,174
2017,Eszopiclone,LUNESTA,ME,4,10
2017,Zaleplon,ZALEPLON,ME,4,97
2017,Zolpidem Tartrate,AMBIEN,ME,4,10
2017,Zolpidem Tartrate,EDLUAR,ME,4,10
2017,Zolpidem Tartrate,INTERMEZZO,ME,4,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,ME,4,2143
2017,Eszopiclone,ESZOPICLONE,MI,1,714
2017,Eszopiclone,LUNESTA,MI,1,30
2017,Zaleplon,ZALEPLON,MI,1,179
2017,Zolpidem Tartrate,AMBIEN,MI,1,20
2017,Zolpidem Tartrate,AMBIEN CR,MI,1,20
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MI,1,23306
2017,Eszopiclone,ESZOPICLONE,MI,2,728
2017,Eszopiclone,LUNESTA,MI,2,28
2017,Zaleplon,ZALEPLON,MI,2,199
2017,Zolpidem Tartrate,AMBIEN,MI,2,20
2017,Zolpidem Tartrate,AMBIEN CR,MI,2,20
2017,Zolpidem Tartrate,INTERMEZZO,MI,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MI,2,24499
2017,Eszopiclone,ESZOPICLONE,MI,3,674
2017,Eszopiclone,LUNESTA,MI,3,30
2017,Zaleplon,ZALEPLON,MI,3,192
2017,Zolpidem Tartrate,AMBIEN,MI,3,20
2017,Zolpidem Tartrate,AMBIEN CR,MI,3,20
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MI,3,24265
2017,Eszopiclone,ESZOPICLONE,MI,4,679
2017,Eszopiclone,LUNESTA,MI,4,17
2017,Zaleplon,ZALEPLON,MI,4,190
2017,Zolpidem Tartrate,AMBIEN,MI,4,20
2017,Zolpidem Tartrate,AMBIEN CR,MI,4,20
2017,Zolpidem Tartrate,INTERMEZZO,MI,4,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MI,4,22033
2017,Eszopiclone,ESZOPICLONE,MN,1,1752
2017,Eszopiclone,LUNESTA,MN,1,50
2017,Zaleplon,SONATA,MN,1,10
2017,Zaleplon,ZALEPLON,MN,1,789
2017,Zolpidem Tartrate,AMBIEN,MN,1,60
2017,Zolpidem Tartrate,AMBIEN CR,MN,1,59
2017,Zolpidem Tartrate,INTERMEZZO,MN,1,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MN,1,15761
2017,Eszopiclone,ESZOPICLONE,MN,2,1933
2017,Eszopiclone,LUNESTA,MN,2,50
2017,Zaleplon,SONATA,MN,2,10
2017,Zaleplon,ZALEPLON,MN,2,916
2017,Zolpidem Tartrate,AMBIEN,MN,2,60
2017,Zolpidem Tartrate,AMBIEN CR,MN,2,73
2017,Zolpidem Tartrate,INTERMEZZO,MN,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MN,2,16580
2017,Eszopiclone,ESZOPICLONE,MN,3,2089
2017,Eszopiclone,LUNESTA,MN,3,59
2017,Zaleplon,SONATA,MN,3,10
2017,Zaleplon,ZALEPLON,MN,3,870
2017,Zolpidem Tartrate,AMBIEN,MN,3,72
2017,Zolpidem Tartrate,AMBIEN CR,MN,3,46
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MN,3,15654
2017,Eszopiclone,ESZOPICLONE,MN,4,2140
2017,Eszopiclone,LUNESTA,MN,4,55
2017,Zaleplon,SONATA,MN,4,10
2017,Zaleplon,ZALEPLON,MN,4,876
2017,Zolpidem Tartrate,AMBIEN,MN,4,63
2017,Zolpidem Tartrate,AMBIEN CR,MN,4,58
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MN,4,15674
2017,Eszopiclone,ESZOPICLONE,MO,1,2609
2017,Eszopiclone,LUNESTA,MO,1,10
2017,Zaleplon,ZALEPLON,MO,1,404
2017,Zolpidem Tartrate,AMBIEN,MO,1,20
2017,Zolpidem Tartrate,INTERMEZZO,MO,1,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MO,1,13596
2017,Eszopiclone,ESZOPICLONE,MO,2,2560
2017,Eszopiclone,LUNESTA,MO,2,10
2017,Zaleplon,ZALEPLON,MO,2,408
2017,Zolpidem Tartrate,AMBIEN,MO,2,10
2017,Zolpidem Tartrate,INTERMEZZO,MO,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MO,2,12703
2017,Eszopiclone,ESZOPICLONE,MO,3,2690
2017,Eszopiclone,LUNESTA,MO,3,10
2017,Zaleplon,ZALEPLON,MO,3,403
2017,Zolpidem Tartrate,AMBIEN,MO,3,10
2017,Zolpidem Tartrate,INTERMEZZO,MO,3,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MO,3,13028
2017,Eszopiclone,ESZOPICLONE,MO,4,2586
2017,Eszopiclone,LUNESTA,MO,4,10
2017,Zaleplon,ZALEPLON,MO,4,401
2017,Zolpidem Tartrate,AMBIEN,MO,4,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MO,4,12355
2017,Zolpidem Tartrate,ZOLPIMIST,MO,4,10
2017,Eszopiclone,ESZOPICLONE,MS,1,130
2017,Zaleplon,ZALEPLON,MS,1,120
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MS,1,2472
2017,Eszopiclone,ESZOPICLONE,MS,2,140
2017,Zaleplon,ZALEPLON,MS,2,138
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MS,2,2382
2017,Eszopiclone,ESZOPICLONE,MS,3,90
2017,Zaleplon,ZALEPLON,MS,3,144
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MS,3,2228
2017,Eszopiclone,ESZOPICLONE,MS,4,100
2017,Zaleplon,ZALEPLON,MS,4,119
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MS,4,2097
2017,Eszopiclone,ESZOPICLONE,MT,1,330
2017,Eszopiclone,LUNESTA,MT,1,10
2017,Zaleplon,ZALEPLON,MT,1,68
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MT,1,4172
2017,Eszopiclone,ESZOPICLONE,MT,2,347
2017,Eszopiclone,LUNESTA,MT,2,10
2017,Zaleplon,ZALEPLON,MT,2,67
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MT,2,4328
2017,Eszopiclone,ESZOPICLONE,MT,3,351
2017,Eszopiclone,LUNESTA,MT,3,10
2017,Zaleplon,ZALEPLON,MT,3,58
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MT,3,4203
2017,Eszopiclone,ESZOPICLONE,MT,4,346
2017,Zaleplon,ZALEPLON,MT,4,64
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,MT,4,4465
2017,Eszopiclone,ESZOPICLONE,NC,1,810
2017,Eszopiclone,LUNESTA,NC,1,208
2017,Zaleplon,SONATA,NC,1,20
2017,Zaleplon,ZALEPLON,NC,1,190
2017,Zolpidem Tartrate,AMBIEN,NC,1,38
2017,Zolpidem Tartrate,AMBIEN CR,NC,1,37
2017,Zolpidem Tartrate,EDLUAR,NC,1,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NC,1,17284
2017,Zolpidem Tartrate,ZOLPIMIST,NC,1,10
2017,Eszopiclone,ESZOPICLONE,NC,2,636
2017,Eszopiclone,LUNESTA,NC,2,125
2017,Zaleplon,SONATA,NC,2,10
2017,Zaleplon,ZALEPLON,NC,2,160
2017,Zolpidem Tartrate,AMBIEN,NC,2,40
2017,Zolpidem Tartrate,AMBIEN CR,NC,2,24
2017,Zolpidem Tartrate,EDLUAR,NC,2,20
2017,Zolpidem Tartrate,INTERMEZZO,NC,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NC,2,13891
2017,Zolpidem Tartrate,ZOLPIMIST,NC,2,10
2017,Eszopiclone,ESZOPICLONE,NC,3,483
2017,Eszopiclone,LUNESTA,NC,3,137
2017,Zaleplon,SONATA,NC,3,10
2017,Zaleplon,ZALEPLON,NC,3,126
2017,Zolpidem Tartrate,AMBIEN,NC,3,53
2017,Zolpidem Tartrate,AMBIEN CR,NC,3,35
2017,Zolpidem Tartrate,EDLUAR,NC,3,10
2017,Zolpidem Tartrate,INTERMEZZO,NC,3,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NC,3,15275
2017,Eszopiclone,ESZOPICLONE,NC,4,422
2017,Eszopiclone,LUNESTA,NC,4,138
2017,Zaleplon,ZALEPLON,NC,4,89
2017,Zolpidem Tartrate,AMBIEN,NC,4,47
2017,Zolpidem Tartrate,AMBIEN CR,NC,4,22
2017,Zolpidem Tartrate,EDLUAR,NC,4,10
2017,Zolpidem Tartrate,INTERMEZZO,NC,4,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NC,4,12503
2017,Zolpidem Tartrate,ZOLPIMIST,NC,4,20
2017,Eszopiclone,ESZOPICLONE,ND,1,361
2017,Zaleplon,ZALEPLON,ND,1,60
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,ND,1,1714
2017,Eszopiclone,ESZOPICLONE,ND,2,370
2017,Zaleplon,ZALEPLON,ND,2,70
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,ND,2,1672
2017,Eszopiclone,ESZOPICLONE,ND,3,319
2017,Zaleplon,ZALEPLON,ND,3,40
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,ND,3,1547
2017,Eszopiclone,ESZOPICLONE,ND,4,326
2017,Zaleplon,ZALEPLON,ND,4,72
2017,Zolpidem Tartrate,AMBIEN,ND,4,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,ND,4,1511
2017,Eszopiclone,ESZOPICLONE,NE,1,399
2017,Eszopiclone,LUNESTA,NE,1,10
2017,Zaleplon,ZALEPLON,NE,1,283
2017,Zolpidem Tartrate,AMBIEN CR,NE,1,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NE,1,3524
2017,Eszopiclone,ESZOPICLONE,NE,2,272
2017,Eszopiclone,LUNESTA,NE,2,10
2017,Zaleplon,ZALEPLON,NE,2,225
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NE,2,3047
2017,Eszopiclone,ESZOPICLONE,NE,3,236
2017,Eszopiclone,LUNESTA,NE,3,10
2017,Zaleplon,ZALEPLON,NE,3,244
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NE,3,3115
2017,Eszopiclone,ESZOPICLONE,NE,4,198
2017,Eszopiclone,LUNESTA,NE,4,10
2017,Zaleplon,ZALEPLON,NE,4,253
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NE,4,3088
2017,Eszopiclone,ESZOPICLONE,NH,1,185
2017,Zaleplon,ZALEPLON,NH,1,108
2017,Zolpidem Tartrate,AMBIEN,NH,1,30
2017,Zolpidem Tartrate,AMBIEN CR,NH,1,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NH,1,1596
2017,Eszopiclone,ESZOPICLONE,NH,2,207
2017,Zaleplon,ZALEPLON,NH,2,128
2017,Zolpidem Tartrate,AMBIEN,NH,2,20
2017,Zolpidem Tartrate,AMBIEN CR,NH,2,10
2017,Zolpidem Tartrate,EDLUAR,NH,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NH,2,1610
2017,Eszopiclone,ESZOPICLONE,NH,3,172
2017,Zaleplon,ZALEPLON,NH,3,94
2017,Zolpidem Tartrate,AMBIEN,NH,3,20
2017,Zolpidem Tartrate,AMBIEN CR,NH,3,20
2017,Zolpidem Tartrate,EDLUAR,NH,3,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NH,3,1523
2017,Eszopiclone,ESZOPICLONE,NH,4,167
2017,Zaleplon,ZALEPLON,NH,4,132
2017,Zolpidem Tartrate,AMBIEN,NH,4,20
2017,Zolpidem Tartrate,AMBIEN CR,NH,4,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NH,4,1481
2017,Eszopiclone,ESZOPICLONE,NJ,1,576
2017,Eszopiclone,LUNESTA,NJ,1,20
2017,Zaleplon,ZALEPLON,NJ,1,1037
2017,Zolpidem Tartrate,AMBIEN,NJ,1,20
2017,Zolpidem Tartrate,AMBIEN CR,NJ,1,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NJ,1,29201
2017,Eszopiclone,ESZOPICLONE,NJ,2,546
2017,Eszopiclone,LUNESTA,NJ,2,20
2017,Zaleplon,ZALEPLON,NJ,2,1035
2017,Zolpidem Tartrate,AMBIEN,NJ,2,20
2017,Zolpidem Tartrate,AMBIEN CR,NJ,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NJ,2,28074
2017,Eszopiclone,ESZOPICLONE,NJ,3,513
2017,Eszopiclone,LUNESTA,NJ,3,20
2017,Zaleplon,ZALEPLON,NJ,3,971
2017,Zolpidem Tartrate,AMBIEN,NJ,3,20
2017,Zolpidem Tartrate,AMBIEN CR,NJ,3,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NJ,3,27279
2017,Eszopiclone,ESZOPICLONE,NJ,4,493
2017,Eszopiclone,LUNESTA,NJ,4,10
2017,Zaleplon,ZALEPLON,NJ,4,920
2017,Zolpidem Tartrate,AMBIEN,NJ,4,10
2017,Zolpidem Tartrate,AMBIEN CR,NJ,4,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NJ,4,26298
2017,Eszopiclone,ESZOPICLONE,NM,1,392
2017,Eszopiclone,LUNESTA,NM,1,10
2017,Zaleplon,ZALEPLON,NM,1,139
2017,Zolpidem Tartrate,AMBIEN,NM,1,10
2017,Zolpidem Tartrate,AMBIEN CR,NM,1,10
2017,Zolpidem Tartrate,EDLUAR,NM,1,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NM,1,8705
2017,Eszopiclone,ESZOPICLONE,NM,2,459
2017,Zaleplon,ZALEPLON,NM,2,123
2017,Zolpidem Tartrate,AMBIEN,NM,2,10
2017,Zolpidem Tartrate,AMBIEN CR,NM,2,10
2017,Zolpidem Tartrate,EDLUAR,NM,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NM,2,8259
2017,Eszopiclone,ESZOPICLONE,NM,3,468
2017,Zaleplon,ZALEPLON,NM,3,152
2017,Zolpidem Tartrate,AMBIEN,NM,3,10
2017,Zolpidem Tartrate,AMBIEN CR,NM,3,10
2017,Zolpidem Tartrate,EDLUAR,NM,3,20
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NM,3,7907
2017,Eszopiclone,ESZOPICLONE,NM,4,457
2017,Zaleplon,ZALEPLON,NM,4,142
2017,Zolpidem Tartrate,AMBIEN,NM,4,10
2017,Zolpidem Tartrate,AMBIEN CR,NM,4,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NM,4,6994
2017,Eszopiclone,ESZOPICLONE,NV,1,400
2017,Eszopiclone,LUNESTA,NV,1,30
2017,Zaleplon,SONATA,NV,1,10
2017,Zaleplon,ZALEPLON,NV,1,170
2017,Zolpidem Tartrate,AMBIEN,NV,1,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NV,1,11294
2017,Eszopiclone,ESZOPICLONE,NV,2,401
2017,Eszopiclone,LUNESTA,NV,2,20
2017,Zaleplon,SONATA,NV,2,10
2017,Zaleplon,ZALEPLON,NV,2,201
2017,Zolpidem Tartrate,AMBIEN,NV,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NV,2,10783
2017,Eszopiclone,ESZOPICLONE,NV,3,403
2017,Eszopiclone,LUNESTA,NV,3,20
2017,Zaleplon,SONATA,NV,3,10
2017,Zaleplon,ZALEPLON,NV,3,216
2017,Zolpidem Tartrate,AMBIEN,NV,3,10
2017,Zolpidem Tartrate,AMBIEN CR,NV,3,10
2017,Zolpidem Tartrate,EDLUAR,NV,3,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NV,3,10121
2017,Eszopiclone,ESZOPICLONE,NV,4,348
2017,Eszopiclone,LUNESTA,NV,4,20
2017,Zaleplon,SONATA,NV,4,10
2017,Zaleplon,ZALEPLON,NV,4,220
2017,Zolpidem Tartrate,AMBIEN,NV,4,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NV,4,9571
2017,Eszopiclone,ESZOPICLONE,NY,1,1746
2017,Eszopiclone,LUNESTA,NY,1,147
2017,Zaleplon,SONATA,NY,1,10
2017,Zaleplon,ZALEPLON,NY,1,1208
2017,Zolpidem Tartrate,AMBIEN,NY,1,234
2017,Zolpidem Tartrate,AMBIEN CR,NY,1,119
2017,Zolpidem Tartrate,EDLUAR,NY,1,20
2017,Zolpidem Tartrate,INTERMEZZO,NY,1,30
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NY,1,98859
2017,Eszopiclone,ESZOPICLONE,NY,2,1756
2017,Eszopiclone,LUNESTA,NY,2,91
2017,Zaleplon,SONATA,NY,2,10
2017,Zaleplon,ZALEPLON,NY,2,1328
2017,Zolpidem Tartrate,AMBIEN,NY,2,150
2017,Zolpidem Tartrate,AMBIEN CR,NY,2,84
2017,Zolpidem Tartrate,EDLUAR,NY,2,20
2017,Zolpidem Tartrate,INTERMEZZO,NY,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NY,2,101406
2017,Eszopiclone,ESZOPICLONE,NY,3,1789
2017,Eszopiclone,LUNESTA,NY,3,107
2017,Zaleplon,SONATA,NY,3,20
2017,Zaleplon,ZALEPLON,NY,3,1265
2017,Zolpidem Tartrate,AMBIEN,NY,3,189
2017,Zolpidem Tartrate,AMBIEN CR,NY,3,99
2017,Zolpidem Tartrate,EDLUAR,NY,3,30
2017,Zolpidem Tartrate,INTERMEZZO,NY,3,30
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NY,3,95097
2017,Eszopiclone,ESZOPICLONE,NY,4,1724
2017,Eszopiclone,LUNESTA,NY,4,95
2017,Zaleplon,SONATA,NY,4,10
2017,Zaleplon,ZALEPLON,NY,4,1220
2017,Zolpidem Tartrate,AMBIEN,NY,4,196
2017,Zolpidem Tartrate,AMBIEN CR,NY,4,95
2017,Zolpidem Tartrate,EDLUAR,NY,4,10
2017,Zolpidem Tartrate,INTERMEZZO,NY,4,20
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,NY,4,89988
2017,Eszopiclone,ESZOPICLONE,OH,1,2023
2017,Eszopiclone,LUNESTA,OH,1,35
2017,Zaleplon,ZALEPLON,OH,1,1353
2017,Zolpidem Tartrate,AMBIEN,OH,1,79
2017,Zolpidem Tartrate,AMBIEN CR,OH,1,30
2017,Zolpidem Tartrate,EDLUAR,OH,1,10
2017,Zolpidem Tartrate,INTERMEZZO,OH,1,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,OH,1,43664
2017,Zolpidem Tartrate,ZOLPIMIST,OH,1,20
2017,Eszopiclone,ESZOPICLONE,OH,2,2429
2017,Eszopiclone,LUNESTA,OH,2,93
2017,Zaleplon,ZALEPLON,OH,2,1596
2017,Zolpidem Tartrate,AMBIEN,OH,2,69
2017,Zolpidem Tartrate,AMBIEN CR,OH,2,35
2017,Zolpidem Tartrate,EDLUAR,OH,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,OH,2,51074
2017,Zolpidem Tartrate,ZOLPIMIST,OH,2,20
2017,Eszopiclone,ESZOPICLONE,OH,3,1842
2017,Eszopiclone,LUNESTA,OH,3,47
2017,Zaleplon,ZALEPLON,OH,3,1180
2017,Zolpidem Tartrate,AMBIEN,OH,3,68
2017,Zolpidem Tartrate,AMBIEN CR,OH,3,27
2017,Zolpidem Tartrate,EDLUAR,OH,3,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,OH,3,36653
2017,Zolpidem Tartrate,ZOLPIMIST,OH,3,20
2017,Eszopiclone,ESZOPICLONE,OH,4,1813
2017,Eszopiclone,LUNESTA,OH,4,35
2017,Zaleplon,ZALEPLON,OH,4,1192
2017,Zolpidem Tartrate,AMBIEN,OH,4,82
2017,Zolpidem Tartrate,AMBIEN CR,OH,4,27
2017,Zolpidem Tartrate,EDLUAR,OH,4,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,OH,4,34950
2017,Zolpidem Tartrate,ZOLPIMIST,OH,4,20
2017,Eszopiclone,ESZOPICLONE,OK,1,738
2017,Zaleplon,ZALEPLON,OK,1,186
2017,Zolpidem Tartrate,AMBIEN CR,OK,1,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,OK,1,6030
2017,Eszopiclone,ESZOPICLONE,OK,2,761
2017,Zaleplon,ZALEPLON,OK,2,170
2017,Zolpidem Tartrate,AMBIEN CR,OK,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,OK,2,5838
2017,Eszopiclone,ESZOPICLONE,OK,3,732
2017,Zaleplon,ZALEPLON,OK,3,152
2017,Zolpidem Tartrate,AMBIEN CR,OK,3,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,OK,3,5555
2017,Eszopiclone,ESZOPICLONE,OK,4,679
2017,Zaleplon,ZALEPLON,OK,4,163
2017,Zolpidem Tartrate,AMBIEN CR,OK,4,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,OK,4,5533
2017,Eszopiclone,ESZOPICLONE,OR,1,235
2017,Zaleplon,ZALEPLON,OR,1,139
2017,Zolpidem Tartrate,AMBIEN CR,OR,1,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,OR,1,6272
2017,Eszopiclone,ESZOPICLONE,OR,2,294
2017,Zaleplon,ZALEPLON,OR,2,199
2017,Zolpidem Tartrate,AMBIEN CR,OR,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,OR,2,8490
2017,Eszopiclone,ESZOPICLONE,OR,3,205
2017,Zaleplon,ZALEPLON,OR,3,142
2017,Zolpidem Tartrate,AMBIEN CR,OR,3,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,OR,3,5603
2017,Eszopiclone,ESZOPICLONE,OR,4,190
2017,Zaleplon,ZALEPLON,OR,4,130
2017,Zolpidem Tartrate,AMBIEN CR,OR,4,20
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,OR,4,5422
2017,Eszopiclone,ESZOPICLONE,PA,1,744
2017,Eszopiclone,LUNESTA,PA,1,30
2017,Zaleplon,ZALEPLON,PA,1,1270
2017,Zolpidem Tartrate,AMBIEN,PA,1,29
2017,Zolpidem Tartrate,AMBIEN CR,PA,1,16
2017,Zolpidem Tartrate,EDLUAR,PA,1,10
2017,Zolpidem Tartrate,INTERMEZZO,PA,1,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,PA,1,50496
2017,Eszopiclone,ESZOPICLONE,PA,2,1180
2017,Eszopiclone,LUNESTA,PA,2,36
2017,Zaleplon,ZALEPLON,PA,2,1952
2017,Zolpidem Tartrate,AMBIEN,PA,2,32
2017,Zolpidem Tartrate,AMBIEN CR,PA,2,30
2017,Zolpidem Tartrate,EDLUAR,PA,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,PA,2,64326
2017,Eszopiclone,ESZOPICLONE,PA,3,928
2017,Eszopiclone,LUNESTA,PA,3,20
2017,Zaleplon,ZALEPLON,PA,3,1252
2017,Zolpidem Tartrate,AMBIEN,PA,3,24
2017,Zolpidem Tartrate,AMBIEN CR,PA,3,14
2017,Zolpidem Tartrate,EDLUAR,PA,3,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,PA,3,46110
2017,Eszopiclone,ESZOPICLONE,PA,4,978
2017,Eszopiclone,LUNESTA,PA,4,20
2017,Zaleplon,ZALEPLON,PA,4,1190
2017,Zolpidem Tartrate,AMBIEN,PA,4,25
2017,Zolpidem Tartrate,AMBIEN CR,PA,4,13
2017,Zolpidem Tartrate,EDLUAR,PA,4,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,PA,4,44623
2017,Eszopiclone,ESZOPICLONE,RI,1,285
2017,Zaleplon,ZALEPLON,RI,1,192
2017,Zolpidem Tartrate,AMBIEN CR,RI,1,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,RI,1,4949
2017,Eszopiclone,ESZOPICLONE,RI,2,318
2017,Zaleplon,ZALEPLON,RI,2,204
2017,Zolpidem Tartrate,AMBIEN CR,RI,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,RI,2,5045
2017,Eszopiclone,ESZOPICLONE,RI,3,397
2017,Zaleplon,ZALEPLON,RI,3,206
2017,Zolpidem Tartrate,AMBIEN,RI,3,10
2017,Zolpidem Tartrate,AMBIEN CR,RI,3,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,RI,3,4921
2017,Eszopiclone,ESZOPICLONE,RI,4,354
2017,Zaleplon,ZALEPLON,RI,4,160
2017,Zolpidem Tartrate,AMBIEN,RI,4,10
2017,Zolpidem Tartrate,AMBIEN CR,RI,4,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,RI,4,4641
2017,Eszopiclone,ESZOPICLONE,SC,1,290
2017,Eszopiclone,LUNESTA,SC,1,10
2017,Zaleplon,ZALEPLON,SC,1,127
2017,Zolpidem Tartrate,AMBIEN,SC,1,10
2017,Zolpidem Tartrate,EDLUAR,SC,1,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,SC,1,4374
2017,Eszopiclone,ESZOPICLONE,SC,2,300
2017,Eszopiclone,LUNESTA,SC,2,10
2017,Zaleplon,ZALEPLON,SC,2,116
2017,Zolpidem Tartrate,AMBIEN,SC,2,10
2017,Zolpidem Tartrate,EDLUAR,SC,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,SC,2,4296
2017,Eszopiclone,ESZOPICLONE,SC,3,333
2017,Eszopiclone,LUNESTA,SC,3,10
2017,Zaleplon,ZALEPLON,SC,3,137
2017,Zolpidem Tartrate,AMBIEN,SC,3,10
2017,Zolpidem Tartrate,EDLUAR,SC,3,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,SC,3,4757
2017,Eszopiclone,ESZOPICLONE,SC,4,316
2017,Eszopiclone,LUNESTA,SC,4,10
2017,Zaleplon,ZALEPLON,SC,4,147
2017,Zolpidem Tartrate,AMBIEN,SC,4,10
2017,Zolpidem Tartrate,INTERMEZZO,SC,4,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,SC,4,4903
2017,Eszopiclone,ESZOPICLONE,SD,1,214
2017,Zaleplon,ZALEPLON,SD,1,30
2017,Zolpidem Tartrate,AMBIEN,SD,1,20
2017,Zolpidem Tartrate,AMBIEN CR,SD,1,10
2017,Zolpidem Tartrate,INTERMEZZO,SD,1,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,SD,1,973
2017,Eszopiclone,ESZOPICLONE,SD,2,201
2017,Zaleplon,ZALEPLON,SD,2,40
2017,Zolpidem Tartrate,AMBIEN,SD,2,20
2017,Zolpidem Tartrate,AMBIEN CR,SD,2,10
2017,Zolpidem Tartrate,ZOLPIDEM TARTRATE,SD,2,914
2017,Eszopiclone,ESZOPICLONE,SD,3,207
2017,Zaleplon,ZALEPLON,SD,3,37
2017,Zolpidem Tartrate,AMBIEN,SD,3,20
2017,Zolpidem Tartrate,AMBIEN CR,SD,3,10
